epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,251.048,0.94449,0.89484,1.22022,0.90366,0.98635,0.98273,0.83124,0.62546,0.6611,1.01695,0.00997723,0.00997723,0.00997723
25,261.751,0.9,0.85933,1.20513,0.80857,0.54115,0.74438,0.58819,0.87871,1.53955,1.24592,0.00997624,0.00997624,0.00997624
26,272.47,0.89001,0.84769,1.16677,0.89192,0.95023,0.96803,0.80418,0.68603,0.77587,1.08479,0.00997525,0.00997525,0.00997525
27,283.225,0.89332,0.84245,1.17195,0.86904,0.78591,0.87531,0.72474,0.74561,1.13898,1.12859,0.00997426,0.00997426,0.00997426
28,294.938,0.92422,0.88778,1.17437,0.8983,0.93547,0.94537,0.79702,0.65235,0.72097,1.04023,0.00997327,0.00997327,0.00997327
29,306.403,0.8639,0.84737,1.15867,0.65162,0.60358,0.65788,0.45692,1.01536,1.63313,1.34958,0.00997228,0.00997228,0.00997228
30,317.581,0.86464,0.7824,1.15586,0.91487,0.97397,0.96874,0.78093,0.75729,0.68354,1.07632,0.00997129,0.00997129,0.00997129
31,328.296,0.85583,0.77539,1.17442,0.84038,0.80522,0.87903,0.70461,0.80194,0.91677,1.12213,0.0099703,0.0099703,0.0099703
32,339.313,0.87805,0.81314,1.18556,0.92273,0.94449,0.97992,0.82188,0.69742,0.72445,1.0471,0.00996931,0.00996931,0.00996931
33,350.051,0.83496,0.76965,1.15887,0.90383,0.97959,0.98126,0.82707,0.70003,0.61023,1.10922,0.00996832,0.00996832,0.00996832
34,360.724,0.87612,0.78312,1.13276,0.97524,0.98782,0.98821,0.85306,0.59598,0.51218,0.98959,0.00996733,0.00996733,0.00996733
35,371.577,0.85297,0.78121,1.17636,0.96445,0.97762,0.97418,0.82693,0.59194,0.55816,0.97154,0.00996634,0.00996634,0.00996634
36,382.265,0.88629,0.83268,1.1654,0.96745,0.98965,0.99011,0.85495,0.65797,0.56915,1.02396,0.00996535,0.00996535,0.00996535
37,392.984,0.85117,0.79821,1.17293,0.97403,0.9898,0.99196,0.85345,0.60403,0.543,0.99919,0.00996436,0.00996436,0.00996436
38,403.819,0.86583,0.77218,1.14457,0.95014,0.89467,0.97232,0.81664,0.64637,0.66138,1.03217,0.00996337,0.00996337,0.00996337
39,414.712,0.82674,0.74112,1.13927,0.86456,0.93547,0.93165,0.75574,0.71391,0.69894,1.10645,0.00996238,0.00996238,0.00996238
40,425.473,0.86392,0.75365,1.1878,0.92396,0.94021,0.98166,0.81133,0.64852,0.5694,1.01968,0.00996139,0.00996139,0.00996139
41,436.217,0.82454,0.74013,1.11899,0.6818,0.64084,0.70652,0.54531,0.83185,1.29154,1.23495,0.0099604,0.0099604,0.0099604
42,446.979,0.80995,0.70494,1.12145,0.97055,0.99581,0.9926,0.8405,0.64089,0.53776,0.9984,0.00995941,0.00995941,0.00995941
43,457.815,0.85115,0.73325,1.14615,0.96891,0.98529,0.99315,0.85804,0.61747,0.49985,0.97,0.00995842,0.00995842,0.00995842
44,468.669,0.84406,0.70836,1.14153,0.97184,0.98529,0.99005,0.85515,0.60573,0.52605,0.97393,0.00995743,0.00995743,0.00995743
45,479.486,0.80695,0.69774,1.13371,0.95816,0.99822,0.99036,0.83479,0.66182,0.48522,0.98818,0.00995644,0.00995644,0.00995644
46,490.25,0.81578,0.71323,1.13601,0.98681,0.98147,0.99315,0.85052,0.64239,0.46862,1.02986,0.00995545,0.00995545,0.00995545
47,501.08,0.82908,0.69037,1.12254,0.98351,0.97059,0.98592,0.82917,0.64818,0.49071,0.99411,0.00995446,0.00995446,0.00995446
48,511.968,0.81629,0.68797,1.12497,0.95124,0.95018,0.97685,0.78719,0.72436,0.55995,1.07492,0.00995347,0.00995347,0.00995347
49,522.807,0.78909,0.66645,1.10882,0.9183,0.97985,0.98373,0.81678,0.7089,0.56637,1.06959,0.00995248,0.00995248,0.00995248
50,533.681,0.82205,0.65946,1.13692,0.95095,0.97262,0.98469,0.84122,0.5878,0.46473,0.98762,0.00995149,0.00995149,0.00995149
51,544.576,0.80133,0.65788,1.1048,0.9844,0.98328,0.99012,0.82786,0.62421,0.53377,1.00726,0.0099505,0.0099505,0.0099505
52,555.451,0.81078,0.66219,1.12116,0.974,0.99458,0.99386,0.82782,0.60511,0.44742,1.0105,0.00994951,0.00994951,0.00994951
53,566.211,0.79576,0.67646,1.12469,0.96363,0.97795,0.99364,0.84847,0.59869,0.47813,1.02199,0.00994852,0.00994852,0.00994852
54,577.1,0.80503,0.69299,1.11181,0.95321,0.95468,0.99135,0.81284,0.65501,0.50797,1.05958,0.00994753,0.00994753,0.00994753
55,588.028,0.77578,0.63735,1.10388,0.80275,0.83703,0.87091,0.68846,0.73708,0.75442,1.11534,0.00994654,0.00994654,0.00994654
56,599.208,0.78734,0.6633,1.10712,0.86567,0.86975,0.91071,0.74812,0.76237,0.72319,1.06952,0.00994555,0.00994555,0.00994555
57,610.245,0.80642,0.66474,1.10165,0.91209,0.9686,0.97251,0.81933,0.60678,0.52123,0.96864,0.00994456,0.00994456,0.00994456
58,621.102,0.77548,0.64182,1.10218,0.988,0.9681,0.98511,0.84549,0.57843,0.477,0.96548,0.00994357,0.00994357,0.00994357
59,632.07,0.78743,0.66024,1.13954,0.99252,0.97059,0.99195,0.87713,0.56311,0.43008,0.92453,0.00994258,0.00994258,0.00994258
60,642.885,0.74038,0.64123,1.10568,0.94499,0.94766,0.98735,0.87214,0.52802,0.45629,0.90971,0.00994159,0.00994159,0.00994159
61,653.798,0.74,0.63947,1.06841,0.96227,0.98529,0.99274,0.85962,0.56767,0.45919,0.94414,0.0099406,0.0099406,0.0099406
62,665.047,0.77669,0.64494,1.11201,0.97061,0.98292,0.98637,0.84227,0.58793,0.46805,0.97598,0.00993961,0.00993961,0.00993961
63,676.155,0.76053,0.6053,1.10108,0.91675,0.94972,0.98295,0.79468,0.7262,0.55599,1.11725,0.00993862,0.00993862,0.00993862
64,687.134,0.76429,0.60595,1.08027,0.95162,0.97704,0.98422,0.79981,0.66756,0.50811,1.03767,0.00993763,0.00993763,0.00993763
65,698.217,0.79641,0.65315,1.11086,0.96006,0.97059,0.96937,0.81238,0.61129,0.49547,0.99749,0.00993664,0.00993664,0.00993664
66,709.205,0.73436,0.59271,1.09977,0.96424,0.98511,0.98963,0.8667,0.52741,0.43782,0.92493,0.00993565,0.00993565,0.00993565
67,720.15,0.72122,0.58896,1.08065,0.96744,0.96489,0.99195,0.84462,0.58694,0.45962,0.97286,0.00993466,0.00993466,0.00993466
68,731.085,0.75971,0.61624,1.10488,0.96873,0.99143,0.99029,0.87193,0.5707,0.42059,0.94864,0.00993367,0.00993367,0.00993367
69,742.253,0.75066,0.62606,1.10551,0.9331,0.84195,0.96213,0.81233,0.61012,0.64155,0.98647,0.00993268,0.00993268,0.00993268
70,753.161,0.73374,0.65915,1.08624,0.96851,0.99395,0.99411,0.8751,0.53314,0.3987,0.91349,0.00993169,0.00993169,0.00993169
71,764.152,0.75595,0.56972,1.10325,0.99637,0.98816,0.995,0.89104,0.52558,0.38511,0.87793,0.0099307,0.0099307,0.0099307
72,775,0.79399,0.6289,1.09007,0.98414,0.9809,0.9935,0.89824,0.50279,0.4127,0.91273,0.00992971,0.00992971,0.00992971
73,785.825,0.75745,0.58719,1.09072,0.96363,1,0.99126,0.87693,0.5475,0.40718,0.94971,0.00992872,0.00992872,0.00992872
74,796.878,0.76087,0.62795,1.09929,0.95217,0.9898,0.99124,0.86047,0.59707,0.4713,1.0016,0.00992773,0.00992773,0.00992773
75,807.773,0.79258,0.62468,1.13578,0.90645,0.97509,0.96936,0.84103,0.59676,0.56111,0.9858,0.00992674,0.00992674,0.00992674
76,818.684,0.72324,0.58658,1.07434,0.88932,0.93996,0.97456,0.8242,0.5903,0.56326,0.97007,0.00992575,0.00992575,0.00992575
77,829.707,0.76207,0.58759,1.09698,0.88643,0.85762,0.92706,0.76769,0.64976,0.75253,1.03683,0.00992476,0.00992476,0.00992476
78,840.725,0.7604,0.60621,1.1189,0.94766,0.97059,0.97898,0.83389,0.601,0.47551,0.96364,0.00992377,0.00992377,0.00992377
79,851.613,0.71645,0.59977,1.07338,0.95766,0.96377,0.9814,0.8629,0.5752,0.47192,0.96002,0.00992278,0.00992278,0.00992278
80,862.878,0.7817,0.62839,1.12067,0.93852,0.98123,0.97616,0.83067,0.59637,0.47175,0.98804,0.00992179,0.00992179,0.00992179
81,873.979,0.72175,0.5728,1.06232,0.96118,0.92527,0.99006,0.85798,0.58462,0.47847,0.97753,0.0099208,0.0099208,0.0099208
82,885.111,0.77526,0.63215,1.10806,0.96012,0.97509,0.97619,0.85644,0.54967,0.43629,0.94591,0.00991981,0.00991981,0.00991981
83,896.253,0.7217,0.6163,1.09197,0.97167,0.95468,0.98295,0.84305,0.61152,0.48339,1.00434,0.00991882,0.00991882,0.00991882
84,907.354,0.71729,0.58182,1.0863,0.97806,0.96769,0.9828,0.86594,0.53519,0.45613,0.94619,0.00991783,0.00991783,0.00991783
85,918.349,0.73896,0.57891,1.07905,0.96548,0.97188,0.98467,0.8659,0.54421,0.45023,0.92583,0.00991684,0.00991684,0.00991684
86,929.319,0.74016,0.57463,1.08452,0.94848,0.94666,0.98355,0.84884,0.5927,0.49053,0.96491,0.00991585,0.00991585,0.00991585
87,940.299,0.75516,0.60865,1.11359,0.97443,0.98529,0.99067,0.87727,0.53946,0.41906,0.92324,0.00991486,0.00991486,0.00991486
88,951.426,0.75125,0.5959,1.09988,0.98026,0.961,0.99267,0.87885,0.54473,0.39298,0.90763,0.00991387,0.00991387,0.00991387
89,962.384,0.74494,0.60891,1.10592,0.98899,0.97181,0.99451,0.88912,0.52885,0.36995,0.90616,0.00991288,0.00991288,0.00991288
90,973.291,0.73587,0.60928,1.09011,0.93369,0.97458,0.99163,0.87017,0.56358,0.42296,0.91511,0.00991189,0.00991189,0.00991189
91,984.393,0.75234,0.58428,1.08761,0.96167,0.96833,0.99135,0.863,0.57046,0.42,0.9743,0.0099109,0.0099109,0.0099109
92,995.427,0.73165,0.55256,1.08287,0.91472,0.97959,0.98218,0.86043,0.58223,0.61893,0.9707,0.00990991,0.00990991,0.00990991
93,1006.4,0.73814,0.58445,1.09233,0.9907,1,0.995,0.87756,0.54208,0.38959,0.93397,0.00990892,0.00990892,0.00990892
94,1018.11,0.71498,0.56024,1.07632,0.98782,0.98529,0.9887,0.88418,0.51112,0.38152,0.89917,0.00990793,0.00990793,0.00990793
95,1029.08,0.69348,0.54567,1.05618,0.96325,0.96489,0.98307,0.86087,0.56614,0.40757,0.97817,0.00990694,0.00990694,0.00990694
96,1040.12,0.76567,0.57763,1.09927,0.99489,0.98529,0.98529,0.85848,0.53631,0.39717,0.95294,0.00990595,0.00990595,0.00990595
97,1051.09,0.70835,0.57351,1.07615,0.98844,0.9894,0.9948,0.88884,0.49987,0.36846,0.90177,0.00990496,0.00990496,0.00990496
98,1062.08,0.71942,0.5352,1.08533,0.97404,0.9525,0.99356,0.89747,0.50539,0.38301,0.90492,0.00990397,0.00990397,0.00990397
99,1073.11,0.71664,0.55793,1.08654,0.98942,0.98529,0.99372,0.89822,0.51081,0.39755,0.90443,0.00990298,0.00990298,0.00990298
100,1084.47,0.69593,0.56758,1.08122,0.98729,0.82012,0.95425,0.8245,0.58415,0.58264,0.96426,0.00990199,0.00990199,0.00990199
101,1095.42,0.71925,0.54677,1.07437,0.9888,0.98529,0.99372,0.83716,0.6112,0.40025,1.03969,0.009901,0.009901,0.009901
102,1106.44,0.7323,0.58301,1.06972,0.98162,0.98529,0.99444,0.89672,0.51582,0.3586,0.92317,0.00990001,0.00990001,0.00990001
103,1117.42,0.69638,0.56272,1.06542,0.96292,0.98833,0.99389,0.89891,0.50337,0.36031,0.90899,0.00989902,0.00989902,0.00989902
104,1128.48,0.71538,0.58357,1.05755,0.93407,0.97059,0.97237,0.86258,0.57383,0.50919,0.94771,0.00989803,0.00989803,0.00989803
105,1139.48,0.71828,0.57812,1.07519,0.78182,0.82563,0.86721,0.72852,0.70284,0.95025,1.04393,0.00989704,0.00989704,0.00989704
106,1150.5,0.74097,0.56275,1.08496,0.99618,0.97509,0.98532,0.8782,0.54443,0.36285,0.94783,0.00989605,0.00989605,0.00989605
107,1161.64,0.71956,0.56986,1.09813,0.96401,0.97059,0.99296,0.88906,0.55735,0.38213,0.93119,0.00989506,0.00989506,0.00989506
108,1172.89,0.7107,0.54817,1.08654,0.99157,0.9834,0.99419,0.90513,0.48294,0.35125,0.88586,0.00989407,0.00989407,0.00989407
109,1183.88,0.70209,0.53709,1.0663,0.96254,0.98529,0.98557,0.89686,0.52346,0.36178,0.92129,0.00989308,0.00989308,0.00989308
110,1194.95,0.70494,0.55802,1.05332,0.93735,0.99453,0.9928,0.88359,0.48394,0.3649,0.87424,0.00989209,0.00989209,0.00989209
111,1206.04,0.70954,0.53601,1.05435,0.9705,0.96088,0.98109,0.85629,0.54875,0.46847,0.94551,0.0098911,0.0098911,0.0098911
112,1217.34,0.70223,0.55415,1.06779,0.96826,0.95918,0.98731,0.8209,0.63393,0.43859,1.01801,0.00989011,0.00989011,0.00989011
113,1228.33,0.71052,0.55212,1.07165,0.96414,0.98831,0.98155,0.86797,0.53965,0.45442,0.94659,0.00988912,0.00988912,0.00988912
114,1239.26,0.68616,0.54095,1.05903,0.96739,0.9898,0.99171,0.90472,0.50731,0.4151,0.91322,0.00988813,0.00988813,0.00988813
115,1250.35,0.67443,0.53371,1.0381,0.9432,0.97072,0.9822,0.8875,0.51802,0.41907,0.90216,0.00988714,0.00988714,0.00988714
116,1261.49,0.65688,0.52211,1.04619,0.99165,0.98418,0.98851,0.89784,0.48576,0.34445,0.87964,0.00988615,0.00988615,0.00988615
117,1272.68,0.68015,0.54805,1.03733,0.96277,0.99607,0.99444,0.90591,0.50006,0.37481,0.87358,0.00988516,0.00988516,0.00988516
118,1283.82,0.69074,0.51396,1.04895,0.96726,0.98529,0.9863,0.88327,0.49988,0.37509,0.93706,0.00988417,0.00988417,0.00988417
119,1294.97,0.70725,0.52344,1.06376,0.96214,0.98529,0.98458,0.89625,0.46984,0.33843,0.89291,0.00988318,0.00988318,0.00988318
120,1306.24,0.7009,0.53472,1.05419,0.9685,0.98529,0.98525,0.8917,0.51984,0.34005,0.90815,0.00988219,0.00988219,0.00988219
121,1317.3,0.65742,0.50524,1.03986,0.9752,0.98529,0.99066,0.87969,0.51878,0.37664,0.90513,0.0098812,0.0098812,0.0098812
122,1328.45,0.70067,0.53321,1.07699,0.97394,0.92647,0.96971,0.83442,0.5604,0.45284,0.95691,0.00988021,0.00988021,0.00988021
123,1339.5,0.69774,0.52908,1.07227,0.947,0.95501,0.96054,0.83224,0.53764,0.46237,0.95558,0.00987922,0.00987922,0.00987922
124,1350.48,0.70226,0.55232,1.04116,0.95343,0.98029,0.98816,0.8676,0.5493,0.36138,0.91416,0.00987823,0.00987823,0.00987823
125,1361.67,0.66449,0.5136,1.03635,0.98584,0.94206,0.98676,0.85364,0.54742,0.45361,0.9292,0.00987724,0.00987724,0.00987724
126,1372.78,0.7192,0.53912,1.0949,0.97994,0.9898,0.9948,0.89842,0.48231,0.33884,0.87214,0.00987625,0.00987625,0.00987625
127,1383.83,0.66485,0.51843,1.03734,0.95902,0.98713,0.98957,0.89517,0.4805,0.35046,0.86427,0.00987526,0.00987526,0.00987526
128,1395.09,0.69376,0.5144,1.05181,0.98513,0.98037,0.995,0.9036,0.48859,0.3423,0.86927,0.00987427,0.00987427,0.00987427
129,1406.37,0.69081,0.53907,1.08225,0.98214,0.97059,0.98201,0.86051,0.52721,0.38354,0.89449,0.00987328,0.00987328,0.00987328
130,1417.47,0.6456,0.48472,1.05196,0.98063,0.97037,0.99128,0.87802,0.53381,0.36771,0.91706,0.00987229,0.00987229,0.00987229
131,1428.58,0.66946,0.51546,1.06345,0.99592,0.98529,0.99444,0.88881,0.48205,0.34747,0.8682,0.0098713,0.0098713,0.0098713
132,1439.81,0.68092,0.54622,1.06191,0.99187,0.98529,0.99444,0.88346,0.48891,0.33888,0.88715,0.00987031,0.00987031,0.00987031
133,1450.97,0.66847,0.52448,1.05685,0.96857,0.98529,0.9847,0.89708,0.45167,0.34383,0.8627,0.00986932,0.00986932,0.00986932
134,1462.16,0.65896,0.50199,1.04043,0.97723,0.98529,0.9858,0.8989,0.48245,0.36924,0.88616,0.00986833,0.00986833,0.00986833
135,1473.26,0.68325,0.51613,1.05146,0.98032,0.98742,0.995,0.9007,0.48928,0.33201,0.8872,0.00986734,0.00986734,0.00986734
136,1484.45,0.68309,0.53222,1.06279,0.97509,0.98529,0.98498,0.89076,0.48306,0.33865,0.86775,0.00986635,0.00986635,0.00986635
137,1495.49,0.6544,0.53631,1.05156,0.95644,0.98529,0.99175,0.88542,0.49622,0.35269,0.92039,0.00986536,0.00986536,0.00986536
138,1506.5,0.68662,0.5221,1.05219,0.98345,0.98529,0.98575,0.9038,0.47012,0.32663,0.90354,0.00986437,0.00986437,0.00986437
139,1517.68,0.68477,0.52257,1.03431,0.99605,0.99545,0.995,0.90785,0.47651,0.31153,0.90211,0.00986338,0.00986338,0.00986338
140,1528.95,0.67674,0.49223,1.0529,0.97045,0.98529,0.98541,0.90531,0.46491,0.32609,0.86377,0.00986239,0.00986239,0.00986239
141,1540.09,0.69169,0.51113,1.05256,0.97689,0.98303,0.98728,0.87857,0.51438,0.35915,0.89985,0.0098614,0.0098614,0.0098614
142,1551.24,0.67118,0.52136,1.05237,0.97834,0.98529,0.99239,0.90277,0.45511,0.3372,0.88545,0.00986041,0.00986041,0.00986041
143,1562.24,0.68289,0.51719,1.06506,0.96126,0.97509,0.98287,0.87835,0.53152,0.37124,0.91975,0.00985942,0.00985942,0.00985942
144,1573.37,0.69028,0.52378,1.06626,0.97952,0.95352,0.99085,0.90141,0.49271,0.35655,0.89106,0.00985843,0.00985843,0.00985843
145,1584.47,0.64451,0.52179,1.03401,0.98594,1,0.9938,0.91501,0.47475,0.35374,0.88602,0.00985744,0.00985744,0.00985744
146,1595.68,0.65068,0.49945,1.04871,0.96026,1,0.99026,0.91151,0.46082,0.35714,0.8536,0.00985645,0.00985645,0.00985645
147,1606.87,0.69703,0.54658,1.07312,0.98557,0.99436,0.994,0.90303,0.4753,0.34282,0.87229,0.00985546,0.00985546,0.00985546
148,1618.32,0.65486,0.48778,1.03864,0.99447,0.98529,0.98936,0.88388,0.49408,0.33305,0.91195,0.00985447,0.00985447,0.00985447
149,1629.39,0.6522,0.48953,1.02637,0.98847,0.98529,0.99419,0.88706,0.46396,0.33623,0.88184,0.00985348,0.00985348,0.00985348
150,1640.66,0.64506,0.48012,1.02354,0.9899,0.98529,0.98579,0.89555,0.46379,0.32878,0.8659,0.00985249,0.00985249,0.00985249
151,1651.74,0.65943,0.50485,1.02285,0.9945,0.98529,0.98549,0.88549,0.52297,0.32079,0.93245,0.0098515,0.0098515,0.0098515
152,1662.82,0.66345,0.51114,1.04242,0.99041,0.98529,0.98527,0.88449,0.54275,0.33639,0.94085,0.00985051,0.00985051,0.00985051
153,1673.83,0.6519,0.48908,1.01698,0.99485,0.98529,0.98594,0.88136,0.52221,0.36511,0.90737,0.00984952,0.00984952,0.00984952
154,1685.08,0.65809,0.48602,1.05075,0.99265,0.97509,0.98567,0.89733,0.49496,0.3272,0.91432,0.00984853,0.00984853,0.00984853
155,1696.36,0.66263,0.50626,1.06854,0.98684,0.96884,0.9935,0.90136,0.47519,0.34629,0.89293,0.00984754,0.00984754,0.00984754
156,1707.44,0.70363,0.53066,1.05712,0.94396,0.97647,0.99218,0.89974,0.46599,0.38811,0.87082,0.00984655,0.00984655,0.00984655
157,1718.67,0.6488,0.49839,1.04577,0.99743,0.97506,0.98543,0.88709,0.49854,0.37638,0.88663,0.00984556,0.00984556,0.00984556
158,1729.87,0.63773,0.50914,1.02448,0.97008,0.99578,0.995,0.88731,0.49503,0.34219,0.88817,0.00984457,0.00984457,0.00984457
159,1741.1,0.68105,0.5126,1.06332,0.98455,0.99737,0.994,0.8952,0.47039,0.31923,0.87221,0.00984358,0.00984358,0.00984358
160,1752.29,0.66596,0.49595,1.04183,0.98963,0.98529,0.9935,0.88913,0.49101,0.33044,0.87988,0.00984259,0.00984259,0.00984259
161,1763.43,0.65303,0.4875,1.03126,0.98529,0.98529,0.99372,0.89329,0.47753,0.34639,0.8652,0.0098416,0.0098416,0.0098416
162,1774.63,0.63514,0.50306,1.03425,0.99631,0.99088,0.995,0.90247,0.4424,0.31436,0.85135,0.00984061,0.00984061,0.00984061
163,1785.71,0.67084,0.4878,1.04198,0.99802,0.98686,0.995,0.90518,0.45542,0.31452,0.85193,0.00983962,0.00983962,0.00983962
164,1796.77,0.61612,0.45226,1.01848,0.99736,1,0.995,0.92239,0.4313,0.27291,0.84002,0.00983863,0.00983863,0.00983863
165,1807.9,0.65307,0.48196,1.03349,0.99711,1,0.995,0.93852,0.41841,0.28325,0.83621,0.00983764,0.00983764,0.00983764
166,1818.98,0.65212,0.48534,1.02562,0.99737,0.98529,0.99107,0.91457,0.46681,0.31153,0.8545,0.00983665,0.00983665,0.00983665
167,1829.99,0.65581,0.4909,1.0443,0.98711,0.98529,0.98518,0.88917,0.48151,0.33367,0.88738,0.00983566,0.00983566,0.00983566
168,1841.61,0.64529,0.47323,1.03278,0.99833,0.98842,0.995,0.89162,0.49779,0.31208,0.91717,0.00983467,0.00983467,0.00983467
169,1852.88,0.6768,0.49791,1.05365,0.98335,0.98529,0.98543,0.89847,0.4552,0.2917,0.88981,0.00983368,0.00983368,0.00983368
170,1864.15,0.65176,0.50874,1.05454,0.95336,0.95567,0.98201,0.85712,0.54915,0.45047,0.98747,0.00983269,0.00983269,0.00983269
171,1875.44,0.64715,0.49679,1.03489,0.98976,0.97292,0.995,0.89822,0.47047,0.31878,0.89296,0.0098317,0.0098317,0.0098317
172,1887.51,0.65324,0.50491,1.04587,0.98761,0.97059,0.98488,0.90591,0.46116,0.35396,0.87468,0.00983071,0.00983071,0.00983071
173,1899.12,0.63996,0.48646,1.01413,0.99611,0.98529,0.99273,0.90835,0.46752,0.30217,0.89303,0.00982972,0.00982972,0.00982972
174,1910.24,0.62331,0.48084,1.04083,0.97775,0.98529,0.99399,0.90674,0.49375,0.30727,0.90925,0.00982873,0.00982873,0.00982873
175,1921.39,0.62137,0.48538,1.04173,0.98515,0.98529,0.98541,0.89492,0.53529,0.34696,0.9046,0.00982774,0.00982774,0.00982774
176,1932.52,0.65156,0.51786,1.03695,0.98422,0.9762,0.98939,0.88398,0.51143,0.31755,0.92212,0.00982675,0.00982675,0.00982675
177,1943.71,0.61971,0.48159,1.01976,0.96474,0.97634,0.99187,0.8976,0.471,0.31097,0.88313,0.00982576,0.00982576,0.00982576
178,1954.9,0.61776,0.46004,1.02903,0.97748,0.98174,0.99151,0.91136,0.43792,0.30005,0.85918,0.00982477,0.00982477,0.00982477
179,1966.71,0.65238,0.48106,1.03699,0.98742,0.98529,0.99471,0.91854,0.45023,0.29049,0.86952,0.00982378,0.00982378,0.00982378
180,1977.91,0.5987,0.45354,1.01411,0.99453,1,0.995,0.90969,0.45933,0.26944,0.86071,0.00982279,0.00982279,0.00982279
181,1989.04,0.62985,0.47427,1.03063,0.99444,1,0.995,0.89842,0.49834,0.30016,0.88758,0.0098218,0.0098218,0.0098218
182,2000.27,0.62902,0.47853,1.02187,0.98335,0.98529,0.98637,0.89906,0.48376,0.29808,0.89057,0.00982081,0.00982081,0.00982081
183,2011.37,0.64126,0.47014,1.04942,0.98044,0.97575,0.98563,0.88913,0.47806,0.32511,0.88618,0.00981982,0.00981982,0.00981982
184,2022.9,0.64194,0.46605,1.04394,0.97242,0.92163,0.98119,0.8731,0.4918,0.41043,0.86746,0.00981883,0.00981883,0.00981883
185,2034.21,0.67636,0.50012,1.05825,0.99316,0.98529,0.98591,0.88579,0.47775,0.3372,0.88055,0.00981784,0.00981784,0.00981784
