epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7779.31,0.80678,0.61949,0.99759,0.93403,0.89053,0.92515,0.79715,0.98985,0.89907,1.09635,0.0076372,0.0076372,0.0076372
181,7822.76,0.77515,0.60718,0.98672,0.92701,0.85986,0.91398,0.78948,1.00411,0.91252,1.11721,0.007624,0.007624,0.007624
182,7868.51,0.79464,0.61539,1.00056,0.93156,0.86795,0.92304,0.78479,0.99796,0.87351,1.10283,0.0076108,0.0076108,0.0076108
183,7916.92,0.80425,0.6413,1.00553,0.91665,0.88759,0.92501,0.79163,1.03728,0.86208,1.12419,0.0075976,0.0075976,0.0075976
184,7962.83,0.81331,0.63306,1.00507,0.95459,0.88216,0.92619,0.79035,1.00891,0.88956,1.12162,0.0075844,0.0075844,0.0075844
185,8008.77,0.79241,0.62946,1.00108,0.95189,0.88074,0.92287,0.79563,0.9904,0.86175,1.09915,0.0075712,0.0075712,0.0075712
186,8050.64,0.79876,0.61135,0.99597,0.91933,0.88566,0.91759,0.79125,1.01697,0.86665,1.10931,0.007558,0.007558,0.007558
187,8092.94,0.78002,0.5924,0.99088,0.93514,0.87133,0.91438,0.7923,1.02107,0.83984,1.12442,0.0075448,0.0075448,0.0075448
188,8135.31,0.79096,0.61614,0.99621,0.95557,0.87648,0.92453,0.80249,1.03589,0.86483,1.15006,0.0075316,0.0075316,0.0075316
189,8177.29,0.77867,0.60059,0.99011,0.94061,0.89055,0.92217,0.80441,1.0358,0.89463,1.14696,0.0075184,0.0075184,0.0075184
190,8220.34,0.77631,0.60938,0.98604,0.91486,0.88323,0.92345,0.79871,1.01362,0.88888,1.10876,0.0075052,0.0075052,0.0075052
191,8265.2,0.78422,0.6,0.9968,0.92699,0.88131,0.92722,0.80728,0.98865,0.89433,1.08941,0.007492,0.007492,0.007492
192,8311.16,0.77769,0.61352,0.98996,0.95585,0.88022,0.92371,0.79833,1.00172,0.90601,1.08802,0.0074788,0.0074788,0.0074788
193,8356.89,0.79957,0.62011,0.9942,0.9421,0.88233,0.92432,0.7988,1.02094,0.91477,1.10959,0.0074656,0.0074656,0.0074656
194,8405.64,0.79253,0.61918,0.99551,0.94549,0.88288,0.91955,0.79831,0.98876,0.91062,1.10608,0.0074524,0.0074524,0.0074524
195,8453.22,0.79011,0.62312,0.99971,0.94781,0.87023,0.92306,0.79976,0.99194,0.94905,1.11488,0.0074392,0.0074392,0.0074392
196,8500.04,0.75996,0.60015,0.99112,0.93466,0.89069,0.92576,0.80509,1.00495,0.84917,1.09975,0.007426,0.007426,0.007426
197,8545.23,0.7842,0.59378,0.98983,0.92126,0.90335,0.93028,0.80984,0.99074,0.88731,1.09706,0.0074128,0.0074128,0.0074128
198,8590.81,0.78525,0.59162,0.98603,0.91078,0.89425,0.92409,0.79464,1.00956,0.92683,1.115,0.0073996,0.0073996,0.0073996
199,8636.47,0.78436,0.59902,0.98448,0.95356,0.87725,0.92233,0.80169,0.97282,0.92336,1.09771,0.0073864,0.0073864,0.0073864
200,8681.27,0.77633,0.58842,0.99061,0.91817,0.87569,0.91717,0.79231,1.00185,0.91869,1.10437,0.0073732,0.0073732,0.0073732
201,8724.57,0.77408,0.59382,0.98583,0.95233,0.8843,0.9252,0.80076,1.00637,0.87608,1.10883,0.00736,0.00736,0.00736
202,8770.6,0.78972,0.61703,1.00254,0.91886,0.88443,0.92076,0.79635,1.0033,0.88394,1.11348,0.0073468,0.0073468,0.0073468
203,8816.18,0.7816,0.59832,0.99633,0.95489,0.86511,0.92343,0.79715,1.01744,0.83772,1.13396,0.0073336,0.0073336,0.0073336
204,8861.75,0.78502,0.61129,0.99193,0.93255,0.88227,0.9252,0.80101,1.00495,0.81787,1.12169,0.0073204,0.0073204,0.0073204
205,8907.68,0.75181,0.58289,0.9821,0.90819,0.88116,0.91812,0.79791,1.02737,0.95142,1.12371,0.0073072,0.0073072,0.0073072
206,8953.41,0.76194,0.61771,0.9889,0.9589,0.88202,0.92906,0.80406,1.00325,0.86554,1.10669,0.007294,0.007294,0.007294
207,8999.12,0.7603,0.5904,0.98998,0.92449,0.88025,0.92514,0.79911,1.0042,0.85612,1.10232,0.0072808,0.0072808,0.0072808
208,9048.26,0.77454,0.59102,0.98461,0.93218,0.89715,0.92596,0.80632,1.00055,0.88804,1.12608,0.0072676,0.0072676,0.0072676
209,9093.96,0.779,0.60442,0.98707,0.9444,0.89828,0.92374,0.8072,1.00183,0.90426,1.10782,0.0072544,0.0072544,0.0072544
210,9141.3,0.77771,0.60227,0.98401,0.91028,0.90093,0.91901,0.79794,0.99874,0.87015,1.11041,0.0072412,0.0072412,0.0072412
211,9187.3,0.78545,0.58518,0.99101,0.90816,0.89212,0.91609,0.80207,1.00139,0.88784,1.12521,0.007228,0.007228,0.007228
212,9233.39,0.75475,0.57936,0.98281,0.92452,0.87331,0.91757,0.80529,1.01768,0.91058,1.12397,0.0072148,0.0072148,0.0072148
213,9279.08,0.75923,0.58224,0.98076,0.91254,0.89263,0.92562,0.79287,1.01641,0.86865,1.13735,0.0072016,0.0072016,0.0072016
214,9325.06,0.77813,0.60022,0.98964,0.9231,0.88673,0.91879,0.79613,1.01302,0.88966,1.11261,0.0071884,0.0071884,0.0071884
215,9371.01,0.76124,0.58936,0.98025,0.93864,0.88216,0.92227,0.79953,0.98441,0.88438,1.09332,0.0071752,0.0071752,0.0071752
216,9416.61,0.76796,0.59,0.98762,0.90672,0.88145,0.92096,0.79956,1.00709,0.92186,1.09841,0.007162,0.007162,0.007162
217,9462.46,0.78045,0.59368,0.99193,0.91587,0.87963,0.92069,0.78821,1.0212,0.89424,1.11191,0.0071488,0.0071488,0.0071488
218,9508.39,0.78516,0.59032,0.99351,0.92789,0.88079,0.92412,0.80541,0.99771,0.94943,1.1046,0.0071356,0.0071356,0.0071356
219,9555.04,0.76883,0.58108,0.9796,0.93146,0.88199,0.92332,0.80197,1.00446,0.8706,1.11486,0.0071224,0.0071224,0.0071224
220,9599.5,0.75507,0.58321,0.9864,0.93094,0.8937,0.93009,0.80213,1.00352,0.86061,1.11019,0.0071092,0.0071092,0.0071092
221,9644.68,0.76546,0.57537,0.98376,0.94069,0.88501,0.9291,0.80575,1.00174,0.86908,1.11092,0.007096,0.007096,0.007096
222,9690.13,0.77897,0.57746,0.98825,0.92861,0.8929,0.92532,0.79986,0.98018,0.90928,1.0953,0.0070828,0.0070828,0.0070828
223,9734.58,0.77173,0.60281,0.99355,0.91417,0.88714,0.92114,0.80094,0.99218,0.88539,1.10095,0.0070696,0.0070696,0.0070696
224,9780.97,0.75882,0.57474,0.98008,0.93183,0.87648,0.91558,0.79825,0.97437,0.90489,1.09178,0.0070564,0.0070564,0.0070564
225,9826.39,0.74707,0.57078,0.97773,0.9203,0.88448,0.92085,0.79966,1.01554,0.9103,1.10913,0.0070432,0.0070432,0.0070432
226,9872.19,0.75972,0.5782,0.9826,0.88902,0.88856,0.91452,0.79724,0.9788,0.88761,1.08317,0.00703,0.00703,0.00703
227,9918.02,0.75958,0.57168,0.9772,0.92687,0.89812,0.92387,0.7999,0.98995,0.89672,1.09416,0.0070168,0.0070168,0.0070168
228,9963.65,0.74759,0.56256,0.97494,0.92241,0.89146,0.92758,0.80617,0.99796,0.84969,1.11077,0.0070036,0.0070036,0.0070036
229,10010.7,0.75311,0.5729,0.98104,0.92821,0.88145,0.91989,0.80047,1.01377,0.93081,1.12563,0.0069904,0.0069904,0.0069904
230,10051.6,0.7441,0.56825,0.97661,0.93286,0.88941,0.92495,0.80385,1.00437,0.83209,1.11301,0.0069772,0.0069772,0.0069772
231,10093.5,0.75675,0.56587,0.98026,0.92664,0.89226,0.92472,0.80947,1.01645,0.84744,1.1049,0.006964,0.006964,0.006964
232,10134.7,0.75364,0.57095,0.98163,0.93423,0.89481,0.92741,0.80198,0.994,0.82545,1.10169,0.0069508,0.0069508,0.0069508
233,10175.8,0.75324,0.57067,0.97489,0.95106,0.8843,0.92927,0.80919,0.99303,0.83283,1.09941,0.0069376,0.0069376,0.0069376
234,10216.6,0.74376,0.55902,0.97428,0.93591,0.8826,0.92618,0.80382,1.02066,0.86993,1.11306,0.0069244,0.0069244,0.0069244
235,10257.4,0.74804,0.56474,0.9731,0.93009,0.88003,0.92081,0.80024,0.97121,0.89311,1.09246,0.0069112,0.0069112,0.0069112
236,10298.5,0.724,0.54692,0.96633,0.94745,0.87079,0.91523,0.80386,0.98785,0.9031,1.10924,0.006898,0.006898,0.006898
237,10339.3,0.74173,0.55552,0.96899,0.94097,0.87932,0.92174,0.80535,0.98936,0.9313,1.10937,0.0068848,0.0068848,0.0068848
238,10379.9,0.75781,0.55684,0.97225,0.94959,0.8779,0.92948,0.80801,0.96219,0.88833,1.07947,0.0068716,0.0068716,0.0068716
239,10420.9,0.73993,0.55701,0.97276,0.9301,0.87852,0.92635,0.80643,0.97097,0.8786,1.08474,0.0068584,0.0068584,0.0068584
240,10461.4,0.74774,0.5722,0.9831,0.9106,0.88405,0.92268,0.80475,0.97776,0.94198,1.0807,0.0068452,0.0068452,0.0068452
241,10502.2,0.72287,0.54472,0.96207,0.96097,0.87861,0.92579,0.80246,1.01123,0.93216,1.09988,0.006832,0.006832,0.006832
242,10543.3,0.74927,0.5649,0.97759,0.94608,0.87621,0.9243,0.80338,1.01864,0.92425,1.1157,0.0068188,0.0068188,0.0068188
243,10584.2,0.74088,0.56252,0.9783,0.93713,0.87479,0.92699,0.81505,0.99421,0.841,1.10579,0.0068056,0.0068056,0.0068056
244,10626,0.7423,0.55797,0.97276,0.93155,0.86967,0.92013,0.8083,1.00603,0.89484,1.1296,0.0067924,0.0067924,0.0067924
245,10667.5,0.75272,0.55451,0.97485,0.934,0.88014,0.92245,0.8046,0.99914,0.88541,1.11697,0.0067792,0.0067792,0.0067792
246,10708.3,0.72287,0.53976,0.96227,0.92842,0.89014,0.92736,0.80965,1.00248,0.87949,1.11112,0.006766,0.006766,0.006766
247,10749.7,0.72676,0.53941,0.97452,0.93376,0.88927,0.92702,0.81084,0.99282,0.85022,1.10426,0.0067528,0.0067528,0.0067528
248,10791.6,0.75613,0.56775,0.97417,0.9521,0.87253,0.92377,0.80696,0.98254,0.85428,1.09186,0.0067396,0.0067396,0.0067396
249,10836.6,0.74615,0.55557,0.98098,0.90621,0.89007,0.91902,0.80173,0.99859,0.82864,1.10022,0.0067264,0.0067264,0.0067264
250,10877.6,0.71552,0.61546,0.95488,0.92024,0.8843,0.92118,0.80077,1.00186,0.84413,1.11412,0.0067132,0.0067132,0.0067132
251,10917.9,0.72952,0.54447,0.97534,0.92083,0.88477,0.92184,0.80452,0.98601,0.87251,1.09416,0.0067,0.0067,0.0067
252,10958.3,0.71713,0.54254,0.96259,0.92698,0.87648,0.9243,0.80685,0.97674,0.87709,1.08084,0.0066868,0.0066868,0.0066868
253,10999,0.72548,0.56523,0.96528,0.95237,0.88172,0.92098,0.80839,0.99768,0.85988,1.0999,0.0066736,0.0066736,0.0066736
254,11040.3,0.7202,0.54585,0.96521,0.93894,0.89461,0.92182,0.81269,0.99154,0.85205,1.09453,0.0066604,0.0066604,0.0066604
255,11080.7,0.72058,0.53442,0.96974,0.95558,0.88086,0.9255,0.80339,0.99394,0.86798,1.09653,0.0066472,0.0066472,0.0066472
256,11120.3,0.71931,0.54249,0.968,0.92814,0.88446,0.91751,0.7995,0.99861,0.89704,1.10605,0.006634,0.006634,0.006634
257,11160.1,0.71549,0.53185,0.96185,0.93511,0.89126,0.92258,0.80497,0.99301,0.8641,1.10957,0.0066208,0.0066208,0.0066208
258,11200.3,0.72213,0.5381,0.9693,0.92721,0.9005,0.9258,0.81116,0.98001,0.85202,1.0984,0.0066076,0.0066076,0.0066076
259,11240.1,0.70652,0.52702,0.95497,0.94233,0.87221,0.92651,0.81455,0.96974,0.92142,1.07956,0.0065944,0.0065944,0.0065944
260,11284.4,0.72245,0.53661,0.96711,0.93262,0.89755,0.92559,0.80946,1.01048,0.87029,1.09067,0.0065812,0.0065812,0.0065812
261,11330.4,0.74228,0.55654,0.96817,0.92241,0.8941,0.9299,0.8165,0.99816,0.85552,1.0905,0.006568,0.006568,0.006568
262,11376.4,0.72693,0.54091,0.96895,0.90425,0.91433,0.93089,0.81991,1.00039,0.90508,1.1038,0.0065548,0.0065548,0.0065548
263,11420.8,0.72311,0.54946,0.96455,0.94472,0.88332,0.925,0.81175,1.00527,0.87882,1.10553,0.0065416,0.0065416,0.0065416
264,11466,0.73595,0.55017,0.97275,0.92837,0.89901,0.92941,0.81509,0.99614,0.86187,1.1037,0.0065284,0.0065284,0.0065284
265,11511.5,0.72311,0.54431,0.97155,0.91943,0.90831,0.92779,0.81319,1.00554,0.85847,1.11318,0.0065152,0.0065152,0.0065152
266,11556.9,0.71305,0.52774,0.96317,0.93764,0.88842,0.92823,0.81774,0.97717,0.90727,1.09098,0.006502,0.006502,0.006502
267,11603,0.72002,0.53259,0.96349,0.91472,0.89197,0.92299,0.80816,0.96245,0.90907,1.09308,0.0064888,0.0064888,0.0064888
268,11648,0.71289,0.52716,0.9614,0.91903,0.88893,0.92183,0.80859,0.96353,0.91063,1.09089,0.0064756,0.0064756,0.0064756
269,11693.4,0.69866,0.52831,0.96469,0.90978,0.90447,0.93111,0.81601,0.96981,0.8839,1.09832,0.0064624,0.0064624,0.0064624
270,11738.6,0.70072,0.53437,0.95966,0.92331,0.88572,0.9248,0.81387,0.9814,0.90547,1.10353,0.0064492,0.0064492,0.0064492
271,11784.4,0.72469,0.53716,0.96605,0.90291,0.89667,0.93003,0.81507,0.96403,0.9298,1.08375,0.006436,0.006436,0.006436
272,11831.4,0.69568,0.51338,0.9492,0.93661,0.8866,0.93286,0.82307,0.95947,0.90057,1.07729,0.0064228,0.0064228,0.0064228
273,11876.8,0.72172,0.53636,0.9631,0.93451,0.90028,0.93185,0.82181,0.95908,0.85151,1.07433,0.0064096,0.0064096,0.0064096
274,11921.3,0.70828,0.52382,0.95178,0.93708,0.89852,0.92778,0.81094,0.96469,0.82435,1.08948,0.0063964,0.0063964,0.0063964
275,11965.8,0.70738,0.53,0.95678,0.96391,0.88486,0.93116,0.81685,0.95802,0.83622,1.08142,0.0063832,0.0063832,0.0063832
276,12006.3,0.69676,0.52348,0.95518,0.95084,0.87419,0.92352,0.81168,0.97377,0.86197,1.08557,0.00637,0.00637,0.00637
277,12046.9,0.7006,0.5165,0.95932,0.94565,0.87008,0.92418,0.80518,0.98966,0.85589,1.12119,0.0063568,0.0063568,0.0063568
278,12087.5,0.7173,0.53429,0.96085,0.92961,0.89197,0.92964,0.81212,0.99778,0.88783,1.10497,0.0063436,0.0063436,0.0063436
279,12128.1,0.70355,0.52511,0.95582,0.94704,0.89308,0.92847,0.81304,0.99394,0.89116,1.12019,0.0063304,0.0063304,0.0063304
280,12169,0.70267,0.52343,0.96007,0.94039,0.90005,0.92972,0.81427,0.97993,0.85905,1.09865,0.0063172,0.0063172,0.0063172
281,12209.6,0.71857,0.54257,0.97173,0.94054,0.89557,0.93077,0.80533,0.98609,0.88552,1.1128,0.006304,0.006304,0.006304
282,12250.8,0.70604,0.52258,0.95636,0.93375,0.88288,0.9255,0.81023,0.98659,0.88348,1.12028,0.0062908,0.0062908,0.0062908
283,12291.2,0.72962,0.54461,0.96389,0.9209,0.88889,0.9271,0.8141,0.9916,0.86049,1.1151,0.0062776,0.0062776,0.0062776
284,12331.7,0.69273,0.52487,0.95804,0.93541,0.89082,0.92712,0.81555,0.99726,0.87268,1.11699,0.0062644,0.0062644,0.0062644
285,12372.8,0.69059,0.52921,0.95984,0.91495,0.90759,0.92852,0.82242,0.99339,0.87694,1.10168,0.0062512,0.0062512,0.0062512
286,12413.5,0.70409,0.53468,0.96625,0.94876,0.88145,0.93029,0.81826,0.97336,0.86099,1.08585,0.006238,0.006238,0.006238
287,12454.1,0.71029,0.51864,0.9564,0.94632,0.87506,0.92793,0.81362,0.98014,0.8701,1.0933,0.0062248,0.0062248,0.0062248
288,12495.2,0.70362,0.52178,0.95567,0.94151,0.87868,0.92063,0.80697,1.00268,0.89644,1.10856,0.0062116,0.0062116,0.0062116
289,12536.3,0.70436,0.52322,0.95902,0.95393,0.88705,0.92617,0.81427,0.99267,0.88498,1.10068,0.0061984,0.0061984,0.0061984
290,12577.2,0.69968,0.51987,0.95805,0.9555,0.88486,0.92801,0.8092,0.98774,0.93107,1.10057,0.0061852,0.0061852,0.0061852
291,12618.3,0.69522,0.52401,0.95529,0.97024,0.8806,0.93015,0.81445,0.99654,0.93963,1.10872,0.006172,0.006172,0.006172
292,12659.8,0.70575,0.51626,0.95345,0.93479,0.89771,0.92984,0.81892,1.00057,0.93163,1.12211,0.0061588,0.0061588,0.0061588
293,12700.7,0.69514,0.51831,0.95419,0.93329,0.90631,0.93045,0.81619,1.00469,0.91481,1.11943,0.0061456,0.0061456,0.0061456
294,12741.4,0.71292,0.51872,0.954,0.96365,0.88479,0.92788,0.81518,1.00387,0.91516,1.10148,0.0061324,0.0061324,0.0061324
295,12783,0.68896,0.51178,0.95186,0.92137,0.89471,0.92551,0.80925,0.98849,0.88681,1.10529,0.0061192,0.0061192,0.0061192
296,12823.7,0.68351,0.50281,0.94406,0.92282,0.89069,0.92423,0.80789,0.98966,0.87377,1.0951,0.006106,0.006106,0.006106
297,12864.2,0.69987,0.52384,0.96497,0.94345,0.88049,0.92859,0.80765,0.99939,0.89935,1.1,0.0060928,0.0060928,0.0060928
298,12905,0.67776,0.5018,0.93984,0.93121,0.88927,0.92729,0.80901,1.00126,0.92942,1.12711,0.0060796,0.0060796,0.0060796
299,12945.7,0.69051,0.51088,0.95114,0.95182,0.87151,0.92794,0.81195,0.97834,0.90403,1.1089,0.0060664,0.0060664,0.0060664
300,12987,0.69083,0.51126,0.95442,0.94704,0.88129,0.92379,0.81351,0.96601,0.84621,1.09741,0.0060532,0.0060532,0.0060532
301,13027.9,0.68814,0.51504,0.95227,0.94086,0.88913,0.92964,0.81274,0.96343,0.85639,1.08136,0.00604,0.00604,0.00604
302,13069,0.68891,0.50592,0.94625,0.94175,0.87932,0.92965,0.81322,0.96854,0.87635,1.07663,0.0060268,0.0060268,0.0060268
303,13109.7,0.69301,0.51955,0.95216,0.9233,0.90422,0.93019,0.80811,0.9681,0.83263,1.08569,0.0060136,0.0060136,0.0060136
304,13150.5,0.68855,0.5052,0.95243,0.91256,0.90138,0.92691,0.81204,0.9882,0.83917,1.09719,0.0060004,0.0060004,0.0060004
305,13191.4,0.67861,0.50339,0.9508,0.94287,0.88359,0.92641,0.81123,0.97583,0.84425,1.08567,0.0059872,0.0059872,0.0059872
306,13232.3,0.68879,0.50823,0.94739,0.93233,0.88998,0.92751,0.81594,0.95786,0.85063,1.07528,0.005974,0.005974,0.005974
307,13273.3,0.68087,0.49042,0.94876,0.94837,0.88556,0.9315,0.82141,0.95582,0.85222,1.07318,0.0059608,0.0059608,0.0059608
308,13314,0.68562,0.51015,0.95544,0.93242,0.90644,0.93098,0.81924,0.97534,0.87307,1.10393,0.0059476,0.0059476,0.0059476
309,13355.1,0.68187,0.50763,0.93515,0.92975,0.90237,0.93081,0.81489,0.99456,0.87974,1.12132,0.0059344,0.0059344,0.0059344
310,13395.9,0.67347,0.48891,0.94687,0.94307,0.89424,0.93117,0.81379,0.97735,0.85239,1.12077,0.0059212,0.0059212,0.0059212
311,13437.5,0.6888,0.50002,0.95304,0.93658,0.89837,0.92901,0.81958,0.97867,0.87968,1.11254,0.005908,0.005908,0.005908
312,13478.8,0.68372,0.5063,0.95471,0.93901,0.89552,0.92823,0.8264,0.98713,0.88698,1.11812,0.0058948,0.0058948,0.0058948
313,13519.9,0.67129,0.49804,0.94589,0.92444,0.90053,0.93191,0.82457,0.96629,0.88762,1.09081,0.0058816,0.0058816,0.0058816
314,13561.4,0.68579,0.51419,0.94924,0.94867,0.88255,0.9308,0.82165,0.97436,0.92648,1.0982,0.0058684,0.0058684,0.0058684
315,13602.5,0.69122,0.50681,0.94924,0.94338,0.88842,0.9297,0.82057,0.95893,0.92446,1.08051,0.0058552,0.0058552,0.0058552
316,13643.9,0.67898,0.50126,0.9588,0.93591,0.89914,0.93005,0.81032,0.95759,0.88806,1.07645,0.005842,0.005842,0.005842
317,13684.9,0.67309,0.50151,0.94845,0.92585,0.91036,0.93046,0.81246,0.98685,0.87822,1.09481,0.0058288,0.0058288,0.0058288
318,13725.7,0.67339,0.4944,0.94496,0.94131,0.89481,0.93022,0.82274,0.98212,0.89073,1.09201,0.0058156,0.0058156,0.0058156
319,13767.1,0.6854,0.50012,0.94289,0.93576,0.89937,0.92998,0.82353,0.97097,0.89458,1.08462,0.0058024,0.0058024,0.0058024
320,18821.8,0.66451,0.48414,0.94445,0.9233,0.90167,0.93032,0.81871,0.95885,0.8864,1.07969,0.0057892,0.0057892,0.0057892
321,18856.6,0.678,0.50138,0.94498,0.92065,0.89425,0.92976,0.81442,0.96002,0.87267,1.08222,0.005776,0.005776,0.005776
322,18891.9,0.68316,0.50218,0.95011,0.93202,0.88643,0.93155,0.81303,0.97542,0.88066,1.08682,0.0057628,0.0057628,0.0057628
323,18927.3,0.69124,0.5063,0.95922,0.9351,0.88649,0.9321,0.81789,0.97449,0.86659,1.08875,0.0057496,0.0057496,0.0057496
324,18962.8,0.67528,0.5024,0.93857,0.92168,0.89551,0.93227,0.81699,0.96559,0.83861,1.10837,0.0057364,0.0057364,0.0057364
325,18998.7,0.66094,0.49008,0.94068,0.9498,0.89168,0.93152,0.81491,0.9654,0.83999,1.10983,0.0057232,0.0057232,0.0057232
326,19035.1,0.67387,0.50383,0.93879,0.93869,0.90252,0.93225,0.81603,0.98558,0.85007,1.11878,0.00571,0.00571,0.00571
327,19072.1,0.66415,0.48486,0.94742,0.93998,0.89954,0.93095,0.81747,0.97535,0.84095,1.10174,0.0056968,0.0056968,0.0056968
328,19108.5,0.66383,0.48494,0.94423,0.93808,0.89348,0.92917,0.81569,0.97835,0.85479,1.11062,0.0056836,0.0056836,0.0056836
329,19145.2,0.65425,0.4753,0.93655,0.90864,0.90263,0.92829,0.81281,0.96973,0.86926,1.09382,0.0056704,0.0056704,0.0056704
330,19182.9,0.67661,0.49439,0.9445,0.93685,0.89212,0.92877,0.81729,0.96688,0.87382,1.08615,0.0056572,0.0056572,0.0056572
331,19220.6,0.65356,0.49134,0.9396,0.9289,0.88736,0.93274,0.8208,0.96264,0.87649,1.08256,0.005644,0.005644,0.005644
332,19259.9,0.67102,0.49132,0.94561,0.89716,0.91037,0.93293,0.81954,0.96119,0.86801,1.08355,0.0056308,0.0056308,0.0056308
333,19298.5,0.66517,0.48813,0.9412,0.89624,0.91073,0.93126,0.81881,0.95943,0.87797,1.08041,0.0056176,0.0056176,0.0056176
334,19336.7,0.65318,0.48469,0.93505,0.95266,0.86724,0.93074,0.81711,0.97253,0.88547,1.08845,0.0056044,0.0056044,0.0056044
335,19375,0.65785,0.50052,0.94609,0.91488,0.89694,0.93132,0.81527,0.98399,0.87287,1.09959,0.0055912,0.0055912,0.0055912
336,19413.3,0.67962,0.4963,0.94682,0.91134,0.89966,0.93209,0.82147,0.98659,0.88065,1.10029,0.005578,0.005578,0.005578
337,19452.1,0.66176,0.47809,0.94071,0.91172,0.90448,0.93026,0.81714,0.96568,0.90233,1.09089,0.0055648,0.0055648,0.0055648
338,19490.9,0.65594,0.48342,0.94445,0.90995,0.90547,0.92854,0.81546,0.9853,0.89145,1.11155,0.0055516,0.0055516,0.0055516
339,19529.9,0.67247,0.48887,0.94827,0.91468,0.90181,0.92656,0.81272,0.97457,0.88501,1.10081,0.0055384,0.0055384,0.0055384
340,19568.9,0.65447,0.4806,0.95375,0.93341,0.88842,0.92486,0.80958,0.97736,0.93081,1.09265,0.0055252,0.0055252,0.0055252
341,19608.3,0.6623,0.48443,0.95259,0.93076,0.87932,0.92703,0.81534,0.97098,0.94361,1.08938,0.005512,0.005512,0.005512
342,19647.3,0.66385,0.4925,0.93954,0.91304,0.89484,0.92711,0.81383,0.97052,0.93759,1.08993,0.0054988,0.0054988,0.0054988
343,19686.5,0.63355,0.45978,0.93588,0.91628,0.89453,0.92662,0.8083,0.96655,0.95643,1.09081,0.0054856,0.0054856,0.0054856
344,19726.2,0.64764,0.48021,0.94417,0.93719,0.87763,0.92646,0.81829,0.95326,0.93734,1.07917,0.0054724,0.0054724,0.0054724
345,19765.5,0.65145,0.48723,0.93605,0.94183,0.87922,0.9275,0.81969,0.9452,0.91449,1.07566,0.0054592,0.0054592,0.0054592
346,19805.2,0.65894,0.49109,0.93726,0.95529,0.87177,0.92533,0.81537,0.94237,0.9216,1.07374,0.005446,0.005446,0.005446
347,19844.9,0.66387,0.47852,0.94574,0.94241,0.88343,0.92483,0.81667,0.95069,0.90884,1.0815,0.0054328,0.0054328,0.0054328
348,19884.8,0.64942,0.47712,0.94214,0.95239,0.86226,0.92619,0.81634,0.95892,0.91862,1.08537,0.0054196,0.0054196,0.0054196
349,19924.7,0.65873,0.48141,0.9409,0.92785,0.88413,0.92681,0.8173,0.96589,0.91899,1.09204,0.0054064,0.0054064,0.0054064
350,19964.5,0.6572,0.50076,0.9481,0.94172,0.86828,0.92927,0.81783,0.96968,0.93193,1.09288,0.0053932,0.0053932,0.0053932
351,20004.4,0.644,0.47593,0.93815,0.92921,0.88607,0.92787,0.81527,0.96124,0.9268,1.08398,0.00538,0.00538,0.00538
352,20044,0.66536,0.48201,0.94064,0.93348,0.89139,0.92663,0.81072,0.97118,0.94597,1.08769,0.0053668,0.0053668,0.0053668
353,20084.5,0.6432,0.47363,0.94303,0.95313,0.88901,0.92753,0.8153,0.97271,0.93578,1.09084,0.0053536,0.0053536,0.0053536
354,20127.6,0.64974,0.47762,0.94142,0.93903,0.88047,0.92646,0.81585,0.97941,0.91616,1.09413,0.0053404,0.0053404,0.0053404
355,20170.3,0.65686,0.48306,0.93456,0.91698,0.89339,0.92459,0.81389,0.99224,0.91787,1.11568,0.0053272,0.0053272,0.0053272
356,20212.9,0.6468,0.47615,0.93214,0.94684,0.87079,0.92641,0.81859,0.98759,0.94309,1.10624,0.005314,0.005314,0.005314
357,20254.1,0.64307,0.48159,0.93404,0.94447,0.86795,0.92736,0.81861,0.98592,0.92054,1.09578,0.0053008,0.0053008,0.0053008
358,20294.1,0.65072,0.46989,0.93701,0.91063,0.9032,0.92782,0.81404,0.98445,0.8927,1.08863,0.0052876,0.0052876,0.0052876
359,20334.5,0.65207,0.47086,0.9374,0.9265,0.89694,0.92758,0.81343,0.97836,0.8755,1.0836,0.0052744,0.0052744,0.0052744
360,20374.9,0.63685,0.45978,0.93496,0.91696,0.90405,0.92605,0.81438,0.97085,0.88555,1.08138,0.0052612,0.0052612,0.0052612
361,20415,0.64743,0.46652,0.93391,0.92127,0.89979,0.92377,0.8178,0.97011,0.9035,1.0874,0.005248,0.005248,0.005248
362,20455.2,0.65829,0.48718,0.94366,0.91827,0.89953,0.92567,0.81084,0.95906,0.89834,1.07623,0.0052348,0.0052348,0.0052348
363,20500.9,0.64566,0.4714,0.94309,0.92467,0.88897,0.92369,0.80935,0.95708,0.9169,1.07647,0.0052216,0.0052216,0.0052216
364,20555.8,0.64654,0.47412,0.94233,0.92976,0.88689,0.92488,0.81832,0.9505,0.9172,1.06925,0.0052084,0.0052084,0.0052084
365,20600.2,0.63048,0.46496,0.92695,0.9333,0.88415,0.92559,0.81779,0.96099,0.92555,1.07666,0.0051952,0.0051952,0.0051952
366,20648.4,0.62688,0.45514,0.93172,0.94068,0.8851,0.92843,0.81747,0.96863,0.91395,1.08794,0.005182,0.005182,0.005182
