epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,20695.6,0.6574,0.4822,0.9431,0.94096,0.88217,0.92899,0.81913,0.97723,0.89426,1.09263,0.0051688,0.0051688,0.0051688
368,20766,0.65423,0.46178,0.93859,0.9395,0.88234,0.92648,0.82018,0.98073,0.90843,1.0942,0.0051556,0.0051556,0.0051556
369,20835.8,0.64198,0.46674,0.93332,0.93122,0.87021,0.92071,0.81405,0.97382,0.91727,1.09039,0.0051424,0.0051424,0.0051424
370,20907,0.65182,0.4733,0.92953,0.91374,0.89126,0.92545,0.81133,0.9761,0.94964,1.08876,0.0051292,0.0051292,0.0051292
371,20981,0.64339,0.47618,0.93578,0.91523,0.88842,0.92362,0.81614,0.97321,0.96158,1.0893,0.005116,0.005116,0.005116
372,21051.5,0.64164,0.46646,0.93073,0.9052,0.8941,0.92459,0.81915,0.96925,0.97478,1.09034,0.0051028,0.0051028,0.0051028
373,21111,0.63413,0.46146,0.93281,0.91977,0.88594,0.92472,0.82319,0.96632,0.93881,1.08776,0.0050896,0.0050896,0.0050896
374,21160.6,0.63955,0.46578,0.93484,0.90869,0.89694,0.92632,0.82352,0.96492,0.9009,1.08511,0.0050764,0.0050764,0.0050764
375,21209.7,0.63931,0.47035,0.93063,0.90574,0.89694,0.92547,0.82549,0.9655,0.9165,1.09198,0.0050632,0.0050632,0.0050632
376,21257.8,0.63044,0.46831,0.9381,0.9032,0.89908,0.92475,0.81842,0.96771,0.91245,1.09358,0.00505,0.00505,0.00505
377,21306.5,0.63257,0.45741,0.93097,0.92286,0.89576,0.92588,0.81471,0.96366,0.90604,1.09145,0.0050368,0.0050368,0.0050368
378,21358.7,0.62151,0.45028,0.92629,0.92879,0.89582,0.92628,0.81638,0.95777,0.90323,1.08358,0.0050236,0.0050236,0.0050236
379,21412.9,0.64365,0.46343,0.93236,0.93712,0.89395,0.92805,0.82064,0.96935,0.87783,1.08396,0.0050104,0.0050104,0.0050104
380,21466.7,0.63416,0.46379,0.92638,0.93349,0.89268,0.92859,0.82363,0.98594,0.91332,1.09314,0.0049972,0.0049972,0.0049972
381,21513.8,0.62839,0.4555,0.92769,0.9323,0.89649,0.92776,0.82283,0.97924,0.89713,1.08885,0.004984,0.004984,0.004984
382,21562.4,0.62561,0.46368,0.92595,0.94184,0.88984,0.92984,0.82324,0.9647,0.86773,1.08474,0.0049708,0.0049708,0.0049708
383,21627.6,0.62405,0.45333,0.93059,0.92667,0.89608,0.92911,0.82089,0.97236,0.89673,1.09818,0.0049576,0.0049576,0.0049576
384,21682.6,0.61645,0.45197,0.92954,0.9234,0.89877,0.92882,0.81606,0.97921,0.89757,1.10715,0.0049444,0.0049444,0.0049444
385,21760.9,0.64223,0.47637,0.93635,0.92739,0.90168,0.93036,0.82237,0.98933,0.87107,1.12176,0.0049312,0.0049312,0.0049312
386,21836.6,0.61877,0.45752,0.92619,0.93844,0.8941,0.92939,0.82386,0.98239,0.88957,1.10702,0.004918,0.004918,0.004918
387,21909.9,0.62183,0.45478,0.92973,0.93203,0.89908,0.93082,0.82433,0.96229,0.89555,1.09299,0.0049048,0.0049048,0.0049048
388,21963.1,0.6108,0.4449,0.92377,0.93738,0.89639,0.93118,0.82281,0.96251,0.91691,1.09098,0.0048916,0.0048916,0.0048916
389,22039.3,0.6283,0.4641,0.9293,0.91254,0.90592,0.93117,0.82035,0.9758,0.92657,1.09624,0.0048784,0.0048784,0.0048784
390,22105,0.63018,0.46067,0.92505,0.95491,0.88277,0.9318,0.82081,0.97738,0.88308,1.09723,0.0048652,0.0048652,0.0048652
391,22148.3,0.62899,0.45108,0.92065,0.95575,0.8877,0.93076,0.81971,0.96503,0.87764,1.09156,0.004852,0.004852,0.004852
392,22189.7,0.62186,0.451,0.92055,0.9307,0.89542,0.92904,0.81884,0.96768,0.89771,1.0972,0.0048388,0.0048388,0.0048388
393,22231.6,0.62099,0.44892,0.92486,0.94205,0.89589,0.93023,0.81816,0.9688,0.88635,1.10207,0.0048256,0.0048256,0.0048256
394,22273.2,0.63982,0.46528,0.93411,0.9438,0.88374,0.93117,0.8265,0.95208,0.89218,1.09254,0.0048124,0.0048124,0.0048124
395,22315.2,0.6228,0.45843,0.92927,0.93562,0.8852,0.93039,0.82297,0.96147,0.9005,1.09333,0.0047992,0.0047992,0.0047992
396,22357.2,0.64037,0.46166,0.92972,0.91613,0.90002,0.93031,0.82268,0.97175,0.90421,1.0892,0.004786,0.004786,0.004786
397,22400.3,0.64549,0.4622,0.93615,0.93465,0.89481,0.92926,0.82197,0.96834,0.91981,1.08625,0.0047728,0.0047728,0.0047728
398,22442.9,0.61621,0.43906,0.92604,0.94053,0.88848,0.9279,0.82193,0.95993,0.93241,1.08103,0.0047596,0.0047596,0.0047596
399,22484.7,0.62447,0.44766,0.93031,0.93472,0.89615,0.92784,0.82013,0.95914,0.94608,1.08086,0.0047464,0.0047464,0.0047464
400,22526.1,0.61433,0.4495,0.92336,0.9264,0.89788,0.9282,0.81667,0.95586,0.93895,1.07687,0.0047332,0.0047332,0.0047332
401,22568.1,0.61294,0.44723,0.92294,0.91896,0.90054,0.92776,0.81731,0.95798,0.92493,1.07912,0.00472,0.00472,0.00472
402,22609.5,0.61067,0.45461,0.92339,0.92823,0.89775,0.9293,0.822,0.95672,0.90963,1.0787,0.0047068,0.0047068,0.0047068
403,22651.1,0.63833,0.45399,0.92548,0.93059,0.8962,0.93022,0.82486,0.94882,0.91393,1.07114,0.0046936,0.0046936,0.0046936
404,22692.8,0.62393,0.45421,0.93152,0.93029,0.8941,0.92976,0.82436,0.94983,0.93812,1.07337,0.0046804,0.0046804,0.0046804
405,22735.2,0.62076,0.45391,0.92858,0.95149,0.88308,0.92991,0.82404,0.94299,0.96102,1.07203,0.0046672,0.0046672,0.0046672
406,22776.8,0.61594,0.45644,0.92767,0.94746,0.88984,0.92885,0.82372,0.94485,0.97658,1.07116,0.004654,0.004654,0.004654
407,22823.5,0.61922,0.44746,0.92438,0.94874,0.89126,0.92932,0.82648,0.94519,0.97358,1.07056,0.0046408,0.0046408,0.0046408
408,22900.3,0.60658,0.44983,0.91885,0.93868,0.89339,0.92908,0.82805,0.95324,0.97625,1.07893,0.0046276,0.0046276,0.0046276
409,22967.7,0.64009,0.45558,0.92685,0.92131,0.89765,0.92734,0.82459,0.95802,0.9855,1.09028,0.0046144,0.0046144,0.0046144
410,23010.6,0.61933,0.44936,0.91924,0.92756,0.89592,0.9281,0.81953,0.96182,0.9693,1.09309,0.0046012,0.0046012,0.0046012
411,23051.4,0.61431,0.45283,0.9214,0.94505,0.89181,0.92938,0.82206,0.95545,0.95244,1.08886,0.004588,0.004588,0.004588
412,23092.5,0.61306,0.45048,0.91255,0.92341,0.89979,0.93022,0.82542,0.95428,0.94733,1.08951,0.0045748,0.0045748,0.0045748
413,23133.8,0.61257,0.44109,0.91952,0.93752,0.89046,0.93102,0.82466,0.95937,0.91964,1.08767,0.0045616,0.0045616,0.0045616
414,23174.3,0.61602,0.45256,0.92733,0.94122,0.88729,0.93038,0.8198,0.9611,0.9132,1.08604,0.0045484,0.0045484,0.0045484
415,23218.1,0.62235,0.45117,0.9327,0.9255,0.89428,0.92951,0.82168,0.95928,0.91244,1.08421,0.0045352,0.0045352,0.0045352
416,23263.4,0.61186,0.44669,0.9251,0.92832,0.8934,0.93,0.82224,0.95531,0.93097,1.08265,0.004522,0.004522,0.004522
417,23308.2,0.60496,0.4373,0.92617,0.9317,0.8911,0.92902,0.82514,0.95986,0.96743,1.08759,0.0045088,0.0045088,0.0045088
418,23353.9,0.62627,0.43943,0.92069,0.94776,0.88557,0.92949,0.82053,0.96058,0.95354,1.09197,0.0044956,0.0044956,0.0044956
419,23399.3,0.62714,0.46225,0.9279,0.92903,0.89694,0.92987,0.81902,0.95113,0.96084,1.08596,0.0044824,0.0044824,0.0044824
420,23445.6,0.61113,0.45342,0.92017,0.93461,0.89481,0.93029,0.8225,0.95361,0.95706,1.0831,0.0044692,0.0044692,0.0044692
421,23491.1,0.61369,0.44845,0.92168,0.93239,0.89481,0.92902,0.82087,0.95607,0.96008,1.083,0.004456,0.004456,0.004456
422,23537.2,0.58764,0.42816,0.91739,0.92715,0.90011,0.92968,0.82024,0.9597,0.95086,1.08663,0.0044428,0.0044428,0.0044428
423,23582.9,0.61351,0.44899,0.92006,0.92703,0.89819,0.92963,0.82076,0.96004,0.93984,1.08933,0.0044296,0.0044296,0.0044296
424,23627.7,0.60244,0.43506,0.91623,0.91887,0.90192,0.92912,0.81917,0.95688,0.92611,1.08492,0.0044164,0.0044164,0.0044164
425,23672.8,0.60726,0.44388,0.92576,0.92682,0.90121,0.92842,0.81963,0.95779,0.92238,1.08421,0.0044032,0.0044032,0.0044032
426,23719.7,0.5964,0.44161,0.91417,0.92792,0.88643,0.9246,0.82023,0.96155,0.92051,1.08673,0.00439,0.00439,0.00439
427,23764.5,0.59117,0.42586,0.92068,0.91762,0.89077,0.92387,0.81532,0.96394,0.92542,1.09122,0.0043768,0.0043768,0.0043768
428,23809.8,0.61187,0.44442,0.92149,0.92589,0.88288,0.92775,0.81532,0.95865,0.92627,1.09212,0.0043636,0.0043636,0.0043636
429,23856.7,0.59841,0.43212,0.92046,0.90068,0.90895,0.9291,0.81636,0.95831,0.93661,1.09262,0.0043504,0.0043504,0.0043504
430,23902.5,0.59179,0.42688,0.91796,0.91608,0.89683,0.92909,0.82114,0.95294,0.92111,1.09013,0.0043372,0.0043372,0.0043372
431,23950.8,0.59864,0.4332,0.9147,0.91961,0.89482,0.92973,0.8241,0.95588,0.91436,1.09288,0.004324,0.004324,0.004324
432,23995.8,0.57827,0.42163,0.91666,0.90988,0.89765,0.9294,0.82021,0.95825,0.91949,1.09002,0.0043108,0.0043108,0.0043108
433,24041.3,0.61191,0.44905,0.92892,0.92543,0.89397,0.93096,0.81644,0.95654,0.91727,1.08869,0.0042976,0.0042976,0.0042976
434,24086.9,0.59208,0.43515,0.91454,0.93087,0.88984,0.93168,0.82106,0.95564,0.90439,1.08632,0.0042844,0.0042844,0.0042844
435,24136.6,0.60305,0.43052,0.92041,0.93695,0.88686,0.93127,0.82549,0.96006,0.90529,1.08811,0.0042712,0.0042712,0.0042712
436,24184.2,0.58994,0.4194,0.91345,0.93917,0.88404,0.93256,0.82397,0.95858,0.89619,1.084,0.004258,0.004258,0.004258
437,24235.6,0.59783,0.42765,0.91991,0.91464,0.89912,0.93182,0.82302,0.96134,0.90363,1.07957,0.0042448,0.0042448,0.0042448
438,24283.9,0.58675,0.43017,0.91497,0.9414,0.87863,0.93149,0.82462,0.96256,0.91551,1.07741,0.0042316,0.0042316,0.0042316
439,24330.9,0.59089,0.42801,0.91636,0.91342,0.89481,0.92957,0.82108,0.95939,0.923,1.07669,0.0042184,0.0042184,0.0042184
440,24376.2,0.60545,0.44341,0.92246,0.9298,0.88664,0.93013,0.81967,0.95868,0.92077,1.07458,0.0042052,0.0042052,0.0042052
441,24424.1,0.60268,0.43332,0.91843,0.91193,0.90046,0.9292,0.8194,0.96151,0.91739,1.07731,0.004192,0.004192,0.004192
442,24469.9,0.60128,0.43303,0.91769,0.92799,0.89028,0.93043,0.81901,0.96298,0.9113,1.07623,0.0041788,0.0041788,0.0041788
443,24515.6,0.58433,0.42587,0.90837,0.92985,0.88863,0.93143,0.82123,0.96522,0.91741,1.07867,0.0041656,0.0041656,0.0041656
444,24565.4,0.59076,0.43341,0.92102,0.90436,0.90689,0.93122,0.82384,0.96544,0.92309,1.08134,0.0041524,0.0041524,0.0041524
445,24614.1,0.58615,0.4182,0.91472,0.9062,0.90689,0.93013,0.82054,0.96746,0.9399,1.08456,0.0041392,0.0041392,0.0041392
446,24660.1,0.58955,0.43095,0.91857,0.90728,0.90334,0.93063,0.82035,0.96832,0.94412,1.08514,0.004126,0.004126,0.004126
447,24706,0.59438,0.42405,0.91811,0.92894,0.89928,0.93241,0.81907,0.96298,0.92778,1.08347,0.0041128,0.0041128,0.0041128
448,24753.9,0.59041,0.4277,0.91169,0.93282,0.89481,0.93238,0.81988,0.95637,0.91943,1.0851,0.0040996,0.0040996,0.0040996
449,24801.6,0.60169,0.46278,0.92336,0.93938,0.88798,0.93243,0.82324,0.95288,0.91353,1.08693,0.0040864,0.0040864,0.0040864
450,24848,0.58187,0.42331,0.91142,0.94508,0.88684,0.93178,0.82294,0.95305,0.91589,1.08446,0.0040732,0.0040732,0.0040732
451,24892.6,0.57988,0.41955,0.90754,0.92922,0.89284,0.93213,0.82344,0.95402,0.9215,1.0835,0.00406,0.00406,0.00406
452,24938.1,0.57967,0.41517,0.90993,0.92825,0.89296,0.93241,0.82608,0.95278,0.93639,1.0817,0.0040468,0.0040468,0.0040468
453,24983.5,0.5764,0.41578,0.90821,0.92265,0.89725,0.93193,0.82145,0.94796,0.95538,1.08274,0.0040336,0.0040336,0.0040336
454,25030,0.59752,0.42638,0.91667,0.92161,0.8947,0.9314,0.82322,0.95078,0.94103,1.08614,0.0040204,0.0040204,0.0040204
455,25075.9,0.58372,0.42529,0.91508,0.92726,0.89052,0.93152,0.82423,0.94492,0.93688,1.08487,0.0040072,0.0040072,0.0040072
456,25126,0.5811,0.42205,0.91707,0.92754,0.89273,0.93049,0.82432,0.94196,0.94834,1.08248,0.003994,0.003994,0.003994
457,25172,0.58413,0.41752,0.91982,0.93376,0.88216,0.92942,0.82555,0.94039,0.93852,1.08323,0.0039808,0.0039808,0.0039808
458,25216.1,0.58788,0.42529,0.90857,0.93286,0.88074,0.92943,0.82118,0.94455,0.94587,1.08667,0.0039676,0.0039676,0.0039676
459,25263.1,0.57656,0.41545,0.91497,0.93139,0.88216,0.93004,0.82586,0.94746,0.94129,1.08799,0.0039544,0.0039544,0.0039544
460,25309.7,0.58212,0.43054,0.91232,0.91364,0.90394,0.93064,0.82496,0.9477,0.94104,1.08794,0.0039412,0.0039412,0.0039412
461,25355.4,0.58766,0.43536,0.9175,0.92447,0.88421,0.92927,0.82331,0.95121,0.93456,1.08852,0.003928,0.003928,0.003928
462,25400.8,0.57709,0.4222,0.91044,0.91381,0.89065,0.92862,0.82396,0.96249,0.94704,1.09662,0.0039148,0.0039148,0.0039148
463,25447.3,0.59804,0.42921,0.91747,0.91672,0.88927,0.92941,0.82552,0.97113,0.94191,1.1027,0.0039016,0.0039016,0.0039016
464,25495.2,0.59016,0.42283,0.91379,0.92057,0.88575,0.92974,0.82467,0.97053,0.93532,1.10707,0.0038884,0.0038884,0.0038884
465,25542.2,0.56334,0.40839,0.90684,0.92125,0.88613,0.93011,0.82722,0.96958,0.92397,1.09951,0.0038752,0.0038752,0.0038752
466,25588.6,0.57503,0.41721,0.90931,0.9329,0.88003,0.92887,0.82905,0.96357,0.92244,1.0946,0.003862,0.003862,0.003862
467,25635.4,0.57901,0.42318,0.90851,0.935,0.88072,0.92847,0.83003,0.96817,0.92364,1.09771,0.0038488,0.0038488,0.0038488
468,25681,0.58006,0.42514,0.91262,0.93572,0.88017,0.92848,0.82784,0.96751,0.93055,1.09888,0.0038356,0.0038356,0.0038356
469,25726.4,0.58635,0.42127,0.91898,0.93276,0.8843,0.93067,0.82726,0.96491,0.92852,1.09498,0.0038224,0.0038224,0.0038224
470,25773.5,0.58583,0.42655,0.91395,0.92927,0.8878,0.92718,0.82342,0.96699,0.92982,1.09718,0.0038092,0.0038092,0.0038092
471,25821.3,0.56387,0.40743,0.91098,0.92512,0.88785,0.93161,0.8245,0.96908,0.93229,1.0968,0.003796,0.003796,0.003796
472,25868.8,0.58185,0.42458,0.92066,0.92855,0.88856,0.93148,0.82631,0.97806,0.93958,1.1008,0.0037828,0.0037828,0.0037828
473,25915.9,0.5785,0.42374,0.90068,0.95337,0.86866,0.9297,0.82544,0.97782,0.93701,1.09946,0.0037696,0.0037696,0.0037696
474,25966.9,0.56572,0.41061,0.9063,0.95206,0.87308,0.93073,0.82509,0.97546,0.92408,1.09942,0.0037564,0.0037564,0.0037564
475,26017.5,0.56832,0.41436,0.90909,0.95533,0.87435,0.93141,0.82692,0.97737,0.92376,1.10063,0.0037432,0.0037432,0.0037432
476,26058.9,0.57179,0.41327,0.9042,0.92016,0.89639,0.93142,0.82623,0.9816,0.93149,1.10558,0.00373,0.00373,0.00373
477,26100.4,0.56598,0.4129,0.90712,0.95539,0.8715,0.9308,0.82386,0.98667,0.93204,1.10984,0.0037168,0.0037168,0.0037168
478,26141.9,0.56907,0.41911,0.90704,0.95666,0.87221,0.92998,0.82147,0.98852,0.93966,1.11391,0.0037036,0.0037036,0.0037036
479,26183.2,0.56699,0.41398,0.9122,0.93561,0.89126,0.92958,0.82276,0.98676,0.94178,1.1196,0.0036904,0.0036904,0.0036904
480,26224.2,0.56978,0.4068,0.90429,0.95353,0.88446,0.92936,0.82155,0.98353,0.9329,1.11485,0.0036772,0.0036772,0.0036772
481,26265.8,0.57915,0.42271,0.91283,0.95001,0.87019,0.92852,0.824,0.98014,0.94168,1.11305,0.003664,0.003664,0.003664
482,26309.2,0.56597,0.41336,0.90304,0.93841,0.88498,0.92887,0.8228,0.97617,0.94835,1.11076,0.0036508,0.0036508,0.0036508
483,26355.9,0.57908,0.40845,0.9137,0.93784,0.88486,0.929,0.82331,0.97432,0.94709,1.10744,0.0036376,0.0036376,0.0036376
484,26401,0.56278,0.40799,0.91038,0.95241,0.86866,0.92869,0.82367,0.97196,0.94385,1.1058,0.0036244,0.0036244,0.0036244
485,26449.5,0.56828,0.41158,0.90153,0.94118,0.88516,0.92807,0.82927,0.97256,0.94499,1.10562,0.0036112,0.0036112,0.0036112
486,26495.7,0.56829,0.41352,0.90739,0.94342,0.88491,0.9282,0.82875,0.97624,0.94039,1.10657,0.003598,0.003598,0.003598
487,26542.5,0.55746,0.41428,0.90925,0.94224,0.88465,0.92906,0.82985,0.97792,0.9459,1.10997,0.0035848,0.0035848,0.0035848
488,26589.2,0.55341,0.40073,0.90746,0.94237,0.88901,0.92878,0.82736,0.97933,0.95692,1.11126,0.0035716,0.0035716,0.0035716
489,26637.4,0.56843,0.414,0.91643,0.94218,0.87719,0.92807,0.82986,0.97732,0.95458,1.10788,0.0035584,0.0035584,0.0035584
490,26683.1,0.56169,0.40357,0.90375,0.92557,0.89358,0.92723,0.8275,0.97822,0.95452,1.10614,0.0035452,0.0035452,0.0035452
491,26729.6,0.56272,0.40859,0.91144,0.92487,0.89259,0.92639,0.82997,0.97723,0.95408,1.10511,0.003532,0.003532,0.003532
492,26776.5,0.55732,0.40511,0.90835,0.92331,0.89201,0.92578,0.82639,0.97963,0.96368,1.10682,0.0035188,0.0035188,0.0035188
493,26819.1,0.56527,0.40544,0.91177,0.92191,0.8932,0.92516,0.82795,0.97732,0.96894,1.1059,0.0035056,0.0035056,0.0035056
494,26860.7,0.57346,0.41231,0.91649,0.94703,0.8644,0.92449,0.82889,0.97028,0.96709,1.10033,0.0034924,0.0034924,0.0034924
495,26901.5,0.55923,0.40771,0.90192,0.94566,0.86405,0.92481,0.8281,0.96662,0.95999,1.09892,0.0034792,0.0034792,0.0034792
496,26942.1,0.56868,0.41051,0.90485,0.94633,0.8644,0.92531,0.82765,0.96612,0.95298,1.09719,0.003466,0.003466,0.003466
497,26982.5,0.54042,0.39247,0.90105,0.92555,0.87648,0.92455,0.82321,0.96573,0.95396,1.09635,0.0034528,0.0034528,0.0034528
498,27022.5,0.54899,0.41401,0.90281,0.92165,0.89339,0.92708,0.82325,0.96445,0.95464,1.09565,0.0034396,0.0034396,0.0034396
499,27062.1,0.55792,0.41205,0.90304,0.92363,0.89606,0.92658,0.82426,0.96166,0.94743,1.09431,0.0034264,0.0034264,0.0034264
500,27101.8,0.55592,0.40423,0.90754,0.92236,0.89719,0.9266,0.82583,0.96531,0.95088,1.0968,0.0034132,0.0034132,0.0034132
501,27141.8,0.55531,0.40322,0.90435,0.93799,0.87258,0.92407,0.82421,0.96794,0.95348,1.09816,0.0034,0.0034,0.0034
502,27181.8,0.54952,0.39699,0.90524,0.93897,0.87215,0.92514,0.82582,0.96477,0.95873,1.09648,0.0033868,0.0033868,0.0033868
503,27222.4,0.55329,0.4026,0.9042,0.93121,0.89268,0.92691,0.82278,0.96431,0.96516,1.09742,0.0033736,0.0033736,0.0033736
504,27262.9,0.56386,0.3999,0.90233,0.9395,0.87813,0.92632,0.82198,0.96547,0.97789,1.09767,0.0033604,0.0033604,0.0033604
505,27306.9,0.56248,0.41197,0.90989,0.93917,0.87861,0.92655,0.81923,0.96623,0.98625,1.09781,0.0033472,0.0033472,0.0033472
506,27362.4,0.54549,0.39882,0.90386,0.93419,0.88145,0.92646,0.82099,0.9674,0.97881,1.09978,0.003334,0.003334,0.003334
507,27412,0.53909,0.39503,0.90323,0.94539,0.87435,0.92639,0.81929,0.96756,0.98344,1.10166,0.0033208,0.0033208,0.0033208
508,27468.8,0.55895,0.39892,0.90098,0.94533,0.87577,0.92591,0.8216,0.96815,0.99266,1.10331,0.0033076,0.0033076,0.0033076
509,27516.5,0.55642,0.40095,0.90598,0.94573,0.8763,0.92535,0.82086,0.96819,1.00069,1.10639,0.0032944,0.0032944,0.0032944
510,27570.5,0.5441,0.39171,0.90127,0.9436,0.87719,0.92523,0.82059,0.97017,0.9996,1.10737,0.0032812,0.0032812,0.0032812
511,27621.9,0.54762,0.39817,0.90031,0.94105,0.87719,0.92551,0.82057,0.96937,0.99542,1.10755,0.003268,0.003268,0.003268
512,27677,0.56174,0.4144,0.90618,0.93988,0.8779,0.92523,0.82065,0.97245,0.99245,1.10822,0.0032548,0.0032548,0.0032548
513,27735.1,0.53881,0.39218,0.89473,0.92514,0.88643,0.92496,0.8208,0.97141,0.98658,1.10726,0.0032416,0.0032416,0.0032416
514,27782,0.56437,0.40822,0.90389,0.93837,0.87469,0.92505,0.82037,0.97332,0.98869,1.10746,0.0032284,0.0032284,0.0032284
515,27826.6,0.54162,0.39184,0.8995,0.94351,0.87059,0.92438,0.82376,0.97419,0.99461,1.10692,0.0032152,0.0032152,0.0032152
516,27869.1,0.54929,0.3973,0.90617,0.9413,0.87354,0.92401,0.82216,0.97404,0.99595,1.10706,0.003202,0.003202,0.003202
517,27909.8,0.54808,0.39661,0.90152,0.93468,0.87932,0.92395,0.82226,0.97428,0.99615,1.10776,0.0031888,0.0031888,0.0031888
518,27952.1,0.52974,0.39379,0.89532,0.93885,0.87435,0.92325,0.82318,0.97799,1.00588,1.10983,0.0031756,0.0031756,0.0031756
519,27994.1,0.54623,0.39874,0.90688,0.94913,0.86929,0.92304,0.82041,0.97894,1.00308,1.11015,0.0031624,0.0031624,0.0031624
520,28036.4,0.55675,0.42928,0.9095,0.94679,0.86848,0.92281,0.82074,0.98043,1.01061,1.11029,0.0031492,0.0031492,0.0031492
521,28078.4,0.53429,0.38813,0.89931,0.94407,0.87094,0.92296,0.8231,0.98206,1.01245,1.11018,0.003136,0.003136,0.003136
522,28121.2,0.54171,0.39308,0.89979,0.94419,0.87178,0.9233,0.82301,0.9793,1.00636,1.10829,0.0031228,0.0031228,0.0031228
523,28165.3,0.54018,0.38825,0.90277,0.94501,0.87005,0.9238,0.82071,0.97841,1.00125,1.10767,0.0031096,0.0031096,0.0031096
524,28207.3,0.5493,0.39201,0.90054,0.94701,0.86866,0.92085,0.82138,0.97986,0.99954,1.10999,0.0030964,0.0030964,0.0030964
525,28247.3,0.5293,0.38599,0.88971,0.95069,0.86724,0.92076,0.82094,0.98158,1.01088,1.11335,0.0030832,0.0030832,0.0030832
526,28287.9,0.54609,0.39268,0.9014,0.95193,0.86718,0.92034,0.81967,0.98428,1.0067,1.1155,0.00307,0.00307,0.00307
527,28328.8,0.55981,0.4197,0.90883,0.95089,0.86717,0.92179,0.81951,0.98409,0.99509,1.11689,0.0030568,0.0030568,0.0030568
528,28369.6,0.5532,0.39443,0.9031,0.93091,0.88029,0.92237,0.82141,0.98488,0.99286,1.11786,0.0030436,0.0030436,0.0030436
529,28410.7,0.54367,0.39956,0.90621,0.95019,0.86991,0.92292,0.82214,0.98277,0.99082,1.11606,0.0030304,0.0030304,0.0030304
530,28451.4,0.53361,0.38265,0.89381,0.94992,0.8706,0.9232,0.82132,0.98226,0.97432,1.11647,0.0030172,0.0030172,0.0030172
531,28492.5,0.53695,0.38978,0.90592,0.95014,0.86937,0.92299,0.82199,0.98341,0.96633,1.11702,0.003004,0.003004,0.003004
532,28533.2,0.55379,0.40622,0.90866,0.95275,0.87008,0.92359,0.82284,0.98279,0.94978,1.11763,0.0029908,0.0029908,0.0029908
533,28573.5,0.53793,0.38321,0.90193,0.94927,0.87221,0.92361,0.8208,0.98384,0.95114,1.11725,0.0029776,0.0029776,0.0029776
534,28614.6,0.53556,0.38666,0.89836,0.94971,0.87221,0.92355,0.8232,0.97845,0.94988,1.11224,0.0029644,0.0029644,0.0029644
535,28655.4,0.54031,0.39489,0.90493,0.95042,0.86836,0.92597,0.82285,0.97633,0.95259,1.10985,0.0029512,0.0029512,0.0029512
536,28696.3,0.52066,0.40528,0.88092,0.9502,0.86866,0.92689,0.82213,0.97558,0.95765,1.10723,0.002938,0.002938,0.002938
537,28737.2,0.53119,0.38598,0.90089,0.94904,0.86498,0.92687,0.8202,0.97629,0.9655,1.10718,0.0029248,0.0029248,0.0029248
538,28777.7,0.53782,0.38822,0.89092,0.94781,0.86692,0.9263,0.81914,0.97328,0.97429,1.10367,0.0029116,0.0029116,0.0029116
539,28818.1,0.5314,0.38797,0.89515,0.94627,0.87008,0.92636,0.81922,0.97168,0.97549,1.10268,0.0028984,0.0028984,0.0028984
540,28859.1,0.52652,0.38381,0.89475,0.92378,0.88243,0.92682,0.82119,0.97171,0.97405,1.10242,0.0028852,0.0028852,0.0028852
541,28899.5,0.51989,0.3752,0.90052,0.94075,0.8715,0.9273,0.82089,0.97587,0.97262,1.10609,0.002872,0.002872,0.002872
542,28940.4,0.51222,0.37331,0.89574,0.90475,0.90013,0.92645,0.82328,0.97627,0.976,1.1056,0.0028588,0.0028588,0.0028588
543,28981.4,0.52551,0.39128,0.89699,0.90317,0.90022,0.92628,0.82022,0.97696,0.97899,1.10656,0.0028456,0.0028456,0.0028456
544,29022.1,0.53309,0.3833,0.89378,0.90414,0.89905,0.92606,0.81856,0.9775,0.98391,1.10683,0.0028324,0.0028324,0.0028324
545,29062.7,0.52704,0.38361,0.89329,0.91231,0.89435,0.92617,0.81841,0.97915,0.98107,1.10825,0.0028192,0.0028192,0.0028192
546,29103.3,0.52656,0.38876,0.89748,0.91328,0.8945,0.92573,0.81909,0.97923,0.98457,1.10903,0.002806,0.002806,0.002806
547,29143.7,0.53606,0.38358,0.89277,0.90347,0.89906,0.92513,0.81892,0.97985,0.99296,1.10834,0.0027928,0.0027928,0.0027928
548,29183.9,0.51719,0.38112,0.89529,0.9031,0.90127,0.92504,0.81922,0.97993,0.99377,1.1074,0.0027796,0.0027796,0.0027796
549,29224.7,0.53982,0.40494,0.90277,0.90494,0.90027,0.9247,0.8195,0.97696,0.99669,1.10546,0.0027664,0.0027664,0.0027664
550,29265,0.5324,0.3781,0.90301,0.90724,0.89815,0.92538,0.81974,0.97962,0.99268,1.10712,0.0027532,0.0027532,0.0027532
551,29305.7,0.5199,0.37562,0.88999,0.90817,0.89914,0.9258,0.81943,0.98023,0.99225,1.10732,0.00274,0.00274,0.00274
552,29346.5,0.52656,0.37273,0.89345,0.92147,0.88935,0.92581,0.81969,0.98191,1.00215,1.10789,0.0027268,0.0027268,0.0027268
553,29388.8,0.51365,0.37865,0.89719,0.92324,0.88884,0.92637,0.82087,0.97899,1.00443,1.10552,0.0027136,0.0027136,0.0027136
