epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,7657.4,0.84159,0.66315,1.01889,0.93355,0.89055,0.92037,0.79029,1.00126,0.91495,1.10579,0.00981982,0.00981982,0.00981982
184,7699.57,0.85759,0.67014,1.02127,0.95291,0.8877,0.92224,0.79466,1.00703,0.89779,1.10706,0.00981883,0.00981883,0.00981883
185,7741.42,0.82882,0.66503,1.01804,0.93616,0.88699,0.91754,0.79716,1.01598,0.89231,1.11439,0.00981784,0.00981784,0.00981784
186,7783.78,0.82802,0.65091,1.0062,0.93934,0.87826,0.91684,0.78856,1.01089,0.93544,1.10678,0.00981685,0.00981685,0.00981685
187,7826.27,0.82616,0.63887,1.01131,0.94104,0.8744,0.91895,0.78238,1.00921,0.924,1.12545,0.00981586,0.00981586,0.00981586
188,7868.73,0.82481,0.65243,1.01064,0.92563,0.88799,0.92271,0.79127,1.00072,0.90239,1.10725,0.00981487,0.00981487,0.00981487
189,7911.34,0.81606,0.64332,1.01095,0.93793,0.86992,0.91273,0.79027,0.98739,0.91361,1.0915,0.00981388,0.00981388,0.00981388
190,7953.25,0.82351,0.63483,1.01067,0.91241,0.88235,0.91238,0.79185,1.00245,0.95478,1.10407,0.00981289,0.00981289,0.00981289
191,7995.36,0.81551,0.62954,1.00998,0.9374,0.8922,0.92218,0.80455,0.98508,0.95516,1.08451,0.0098119,0.0098119,0.0098119
192,8037.49,0.81826,0.65948,1.01144,0.95327,0.86879,0.91227,0.78118,1.00804,0.94541,1.10722,0.00981091,0.00981091,0.00981091
193,8079.34,0.83053,0.66349,1.01221,0.9372,0.89694,0.91975,0.79312,0.98432,0.88948,1.08624,0.00980992,0.00980992,0.00980992
194,8121.48,0.82906,0.65175,1.00715,0.9381,0.8889,0.92306,0.80676,0.97579,0.93324,1.08415,0.00980893,0.00980893,0.00980893
195,8163.67,0.82686,0.65223,1.01915,0.91462,0.88844,0.91817,0.79192,1.02238,0.93102,1.11447,0.00980794,0.00980794,0.00980794
196,8205.97,0.80651,0.63882,1.01067,0.90468,0.87293,0.91894,0.78667,1.00051,0.88303,1.099,0.00980695,0.00980695,0.00980695
197,8248.3,0.8314,0.63461,1.01051,0.92423,0.88606,0.92245,0.79686,0.98464,0.881,1.0823,0.00980596,0.00980596,0.00980596
198,8290.31,0.8184,0.62701,1.00247,0.90663,0.90524,0.9207,0.78535,1.00555,0.92244,1.11157,0.00980497,0.00980497,0.00980497
199,8332.54,0.81969,0.63934,1.00221,0.92149,0.88856,0.9195,0.78912,0.97538,0.88725,1.10328,0.00980398,0.00980398,0.00980398
200,8375.63,0.81472,0.63289,1.00602,0.90451,0.89837,0.92039,0.7965,0.99326,0.90266,1.10516,0.00980299,0.00980299,0.00980299
201,8417.95,0.81641,0.62788,1.00693,0.93877,0.87719,0.92216,0.7911,0.97822,0.93788,1.08596,0.009802,0.009802,0.009802
202,8460.53,0.81962,0.64553,1.01327,0.95578,0.8837,0.93104,0.80598,0.9805,0.88355,1.08848,0.00980101,0.00980101,0.00980101
203,8502.82,0.81474,0.64521,1.0093,0.92079,0.88785,0.92159,0.79688,1.00711,0.85541,1.12637,0.00980002,0.00980002,0.00980002
204,8545.75,0.82357,0.6414,1.00515,0.93968,0.86937,0.92365,0.78379,1.00978,0.86203,1.11717,0.00979903,0.00979903,0.00979903
205,8587.69,0.79374,0.6206,0.9961,0.93321,0.88003,0.92256,0.78954,0.97933,0.9001,1.09596,0.00979804,0.00979804,0.00979804
206,8629.58,0.81233,0.65096,1.01213,0.93728,0.88795,0.9241,0.79116,0.99697,0.87869,1.10397,0.00979705,0.00979705,0.00979705
207,8673.45,0.80115,0.62611,1.01324,0.91518,0.88273,0.92078,0.79362,1.01254,0.93307,1.12146,0.00979606,0.00979606,0.00979606
208,8715.39,0.81133,0.62714,0.99879,0.94389,0.88868,0.92479,0.80031,0.99746,0.9076,1.10834,0.00979507,0.00979507,0.00979507
209,8757.89,0.81233,0.62441,1.00222,0.94389,0.89699,0.92772,0.79447,1.00882,0.85256,1.09649,0.00979408,0.00979408,0.00979408
210,8800.2,0.81482,0.62694,1.00413,0.91671,0.90969,0.92513,0.80237,0.99723,0.89616,1.10828,0.00979309,0.00979309,0.00979309
211,8842.65,0.81511,0.62845,1.00565,0.95206,0.88842,0.92895,0.79794,0.99969,0.89844,1.10438,0.0097921,0.0097921,0.0097921
212,8884.98,0.79449,0.61854,1.00411,0.95373,0.88012,0.9242,0.80172,0.98675,0.94784,1.1021,0.00979111,0.00979111,0.00979111
213,8926.76,0.80007,0.6188,1.00052,0.95345,0.86795,0.92009,0.78962,0.99537,0.92687,1.11261,0.00979012,0.00979012,0.00979012
214,8968.48,0.82348,0.63621,1.01354,0.92824,0.88649,0.92164,0.78773,0.99693,0.89645,1.1047,0.00978913,0.00978913,0.00978913
215,9010.76,0.8064,0.62495,0.99772,0.91617,0.90302,0.92397,0.78248,0.99829,0.8899,1.1116,0.00978814,0.00978814,0.00978814
216,9052.88,0.80536,0.63366,1.01038,0.9436,0.88501,0.92758,0.80174,0.97394,0.83367,1.0826,0.00978715,0.00978715,0.00978715
217,9094.95,0.82115,0.62325,1.01086,0.93407,0.87345,0.92341,0.79615,0.97044,0.84113,1.0763,0.00978616,0.00978616,0.00978616
218,9137.7,0.82512,0.62715,1.01205,0.90921,0.89121,0.92175,0.7914,1.00157,0.88351,1.11763,0.00978517,0.00978517,0.00978517
219,9179.59,0.81138,0.62566,1.00562,0.92662,0.88344,0.91841,0.80136,1.01087,0.89853,1.14126,0.00978418,0.00978418,0.00978418
220,9221.71,0.79925,0.6148,1.00121,0.94361,0.88628,0.92235,0.80023,0.98702,0.88276,1.10654,0.00978319,0.00978319,0.00978319
221,9264.03,0.80322,0.6075,1.00139,0.94503,0.89979,0.93033,0.81177,0.9611,0.79503,1.08022,0.0097822,0.0097822,0.0097822
222,9306.39,0.81175,0.6199,1.00372,0.93814,0.89904,0.92888,0.79311,1.01425,0.89556,1.12998,0.00978121,0.00978121,0.00978121
223,9348.44,0.80723,0.63265,1.00595,0.94399,0.88615,0.91957,0.79307,1.00328,0.90704,1.10917,0.00978022,0.00978022,0.00978022
224,9390.4,0.79886,0.61666,0.99659,0.93772,0.88767,0.93143,0.80577,0.97186,0.80741,1.10659,0.00977923,0.00977923,0.00977923
225,9432.59,0.77964,0.60153,0.99152,0.94959,0.88466,0.92772,0.79968,0.99406,0.81216,1.10208,0.00977824,0.00977824,0.00977824
226,9474.71,0.79887,0.60983,0.99853,0.93876,0.89837,0.92734,0.7972,1.01162,0.84195,1.13043,0.00977725,0.00977725,0.00977725
227,9516.97,0.79845,0.61099,0.9877,0.94203,0.89046,0.92593,0.80094,0.98113,0.89953,1.0973,0.00977626,0.00977626,0.00977626
228,9558.89,0.79053,0.60077,0.99493,0.93573,0.8873,0.92622,0.79672,0.99301,0.8415,1.09142,0.00977527,0.00977527,0.00977527
229,9601.42,0.79827,0.61428,0.99796,0.93956,0.88532,0.92424,0.80301,0.98106,0.85406,1.0907,0.00977428,0.00977428,0.00977428
230,9643.3,0.77702,0.61224,0.99543,0.93833,0.88072,0.92388,0.79854,1.00121,0.83193,1.10939,0.00977329,0.00977329,0.00977329
231,9685.31,0.79399,0.60611,0.99865,0.94218,0.88344,0.92224,0.79972,1.0037,0.86398,1.12292,0.0097723,0.0097723,0.0097723
232,9727.79,0.79384,0.59993,0.99969,0.93937,0.87948,0.91852,0.79399,1.00649,0.89471,1.13074,0.00977131,0.00977131,0.00977131
233,9770.35,0.80164,0.61424,0.99456,0.95264,0.8942,0.92335,0.79835,1.02285,0.90026,1.1344,0.00977032,0.00977032,0.00977032
234,9812.86,0.77849,0.6018,0.98649,0.93097,0.88491,0.92248,0.79519,0.98681,0.93495,1.1134,0.00976933,0.00976933,0.00976933
235,9855.68,0.79664,0.6051,0.98636,0.94035,0.8752,0.92107,0.80038,0.99494,0.90984,1.10667,0.00976834,0.00976834,0.00976834
236,9897.86,0.77131,0.59601,0.9902,0.94691,0.89197,0.93011,0.8111,0.98751,0.84394,1.11239,0.00976735,0.00976735,0.00976735
237,9939.83,0.79086,0.60257,0.98914,0.93514,0.89767,0.92225,0.80315,0.97443,0.91796,1.09429,0.00976636,0.00976636,0.00976636
238,9982.73,0.79804,0.59054,0.99113,0.89248,0.91043,0.92051,0.79136,0.98585,0.89765,1.10264,0.00976537,0.00976537,0.00976537
239,10024.9,0.7836,0.60323,0.9946,0.9361,0.87577,0.9251,0.79454,0.99826,0.87408,1.11759,0.00976438,0.00976438,0.00976438
240,10067.5,0.78852,0.60687,1.00002,0.90281,0.89953,0.92105,0.80105,1.00371,0.89066,1.09878,0.00976339,0.00976339,0.00976339
241,10110.3,0.77676,0.5845,0.99033,0.91954,0.87753,0.91547,0.79172,0.99394,0.96936,1.10385,0.0097624,0.0097624,0.0097624
242,10153,0.791,0.60713,0.99753,0.93485,0.88288,0.92531,0.79623,1.00562,0.89189,1.11436,0.00976141,0.00976141,0.00976141
243,10195.9,0.7752,0.60736,0.99091,0.93351,0.87435,0.92219,0.80133,0.97319,0.81846,1.10027,0.00976042,0.00976042,0.00976042
244,10238.2,0.78529,0.60105,0.99424,0.95529,0.8715,0.92518,0.79725,0.97147,0.8297,1.09654,0.00975943,0.00975943,0.00975943
245,10280.3,0.80478,0.60755,0.99575,0.93222,0.88856,0.92898,0.80916,0.97589,0.84672,1.09549,0.00975844,0.00975844,0.00975844
246,10322.9,0.78493,0.58913,0.98774,0.9487,0.88807,0.92541,0.80709,0.99631,0.91396,1.1101,0.00975745,0.00975745,0.00975745
247,10365,0.76451,0.57978,0.99158,0.94866,0.88557,0.92557,0.80061,1.00499,0.88776,1.12201,0.00975646,0.00975646,0.00975646
248,10407.1,0.79794,0.61467,0.99067,0.9569,0.89026,0.9298,0.8082,0.98384,0.85374,1.08786,0.00975547,0.00975547,0.00975547
249,10449.7,0.789,0.59748,1.00055,0.92536,0.88585,0.92847,0.80646,0.99663,0.86375,1.10708,0.00975448,0.00975448,0.00975448
250,10491.9,0.76086,0.60408,0.97296,0.9474,0.88699,0.92783,0.80398,1.00165,0.85577,1.12982,0.00975349,0.00975349,0.00975349
251,10534.8,0.77321,0.58691,0.9987,0.93986,0.8877,0.91815,0.79015,1.00829,0.8755,1.11756,0.0097525,0.0097525,0.0097525
252,10577.7,0.75925,0.57712,0.98538,0.95939,0.87633,0.92475,0.79369,1.01384,0.89147,1.13204,0.00975151,0.00975151,0.00975151
253,10620.2,0.77781,0.60708,0.98565,0.91711,0.89055,0.9215,0.79761,1.0149,0.90214,1.12268,0.00975052,0.00975052,0.00975052
254,10662.5,0.75913,0.5859,0.98403,0.90962,0.90476,0.92323,0.80511,0.98909,0.91477,1.09953,0.00974953,0.00974953,0.00974953
255,10704.6,0.76992,0.59079,0.99104,0.92558,0.89611,0.92729,0.80765,0.97036,0.84905,1.09192,0.00974854,0.00974854,0.00974854
256,10746.9,0.77707,0.59323,0.99726,0.94359,0.8779,0.92547,0.8042,0.98064,0.87361,1.10433,0.00974755,0.00974755,0.00974755
257,10789.4,0.76421,0.57741,0.97589,0.92554,0.8939,0.92547,0.80201,0.9691,0.88384,1.08894,0.00974656,0.00974656,0.00974656
258,10832.1,0.78019,0.58523,0.99757,0.94047,0.90191,0.92976,0.801,0.99048,0.81619,1.11137,0.00974557,0.00974557,0.00974557
259,10874.3,0.7502,0.56693,0.97186,0.96006,0.88785,0.92903,0.80547,0.99679,0.84683,1.10502,0.00974458,0.00974458,0.00974458
260,10916.8,0.77425,0.58097,0.98272,0.94067,0.89023,0.92647,0.80573,1.00754,0.86386,1.11698,0.00974359,0.00974359,0.00974359
261,10959.3,0.77075,0.58864,0.97805,0.9448,0.89142,0.92588,0.80125,0.98602,0.8633,1.09492,0.0097426,0.0097426,0.0097426
262,11001.9,0.76424,0.57907,0.98295,0.96176,0.88079,0.93086,0.8154,0.97888,0.83826,1.08326,0.00974161,0.00974161,0.00974161
263,11044.1,0.77319,0.60211,0.98698,0.94341,0.9005,0.93292,0.8118,0.97476,0.82225,1.08603,0.00974062,0.00974062,0.00974062
264,11086.4,0.78302,0.58839,0.99211,0.93887,0.8824,0.92344,0.80674,0.97552,0.84363,1.08421,0.00973963,0.00973963,0.00973963
265,11129.7,0.76976,0.58654,0.987,0.92703,0.88887,0.92637,0.81505,0.96642,0.8418,1.08409,0.00973864,0.00973864,0.00973864
266,11172.1,0.75329,0.56903,0.97568,0.92808,0.88566,0.92178,0.79562,1.00428,0.87616,1.10399,0.00973765,0.00973765,0.00973765
267,11214.4,0.77203,0.58192,0.98285,0.92831,0.88444,0.92552,0.79577,0.99338,0.86927,1.08697,0.00973666,0.00973666,0.00973666
268,11256.7,0.7736,0.58147,0.98446,0.92858,0.89289,0.92816,0.79439,0.99489,0.88489,1.10141,0.00973567,0.00973567,0.00973567
269,11299,0.74163,0.5656,0.97791,0.91421,0.89666,0.92087,0.79558,1.01016,0.85462,1.10048,0.00973468,0.00973468,0.00973468
270,11340.9,0.75732,0.5764,0.98614,0.93023,0.8755,0.91691,0.78532,1.0021,0.8831,1.10385,0.00973369,0.00973369,0.00973369
271,11383.2,0.76983,0.58045,0.98957,0.90877,0.88496,0.91003,0.79163,0.9827,0.85138,1.08672,0.0097327,0.0097327,0.0097327
272,11425.4,0.74212,0.55816,0.96822,0.92741,0.868,0.92029,0.80506,0.97697,0.83655,1.08241,0.00973171,0.00973171,0.00973171
273,11467.4,0.77433,0.58015,0.98483,0.94884,0.8889,0.92617,0.81262,0.96115,0.82535,1.07571,0.00973072,0.00973072,0.00973072
274,11509.8,0.74545,0.57484,0.96656,0.92159,0.8889,0.92324,0.81079,0.94842,0.85192,1.0653,0.00972973,0.00972973,0.00972973
275,11552.1,0.75812,0.57294,0.97915,0.89674,0.90689,0.92281,0.81075,0.97716,0.82478,1.09295,0.00972874,0.00972874,0.00972874
276,11594.9,0.74416,0.57945,0.97736,0.92973,0.90101,0.92743,0.80658,0.98891,0.8773,1.08927,0.00972775,0.00972775,0.00972775
277,11638.2,0.74699,0.57169,0.97791,0.96746,0.88013,0.92874,0.80577,0.98235,0.90027,1.08337,0.00972676,0.00972676,0.00972676
278,11681,0.76431,0.58538,0.98093,0.94731,0.88157,0.9229,0.79254,0.96593,0.96611,1.08625,0.00972577,0.00972577,0.00972577
279,11723.1,0.75724,0.57026,0.9761,0.91839,0.89281,0.9174,0.80018,0.97011,0.94936,1.08722,0.00972478,0.00972478,0.00972478
280,11765.4,0.76346,0.57441,0.98762,0.91697,0.90166,0.9281,0.80194,0.94437,0.84282,1.06624,0.00972379,0.00972379,0.00972379
281,11808,0.75868,0.58336,0.99324,0.92351,0.88738,0.92981,0.80515,0.9661,0.84298,1.0843,0.0097228,0.0097228,0.0097228
282,11850.8,0.76159,0.56521,0.98015,0.92921,0.88643,0.92777,0.8052,0.98829,0.88287,1.08853,0.00972181,0.00972181,0.00972181
283,11893.3,0.78395,0.59919,0.98542,0.91656,0.89822,0.92679,0.80173,0.99147,0.85083,1.08353,0.00972082,0.00972082,0.00972082
284,11936.3,0.76357,0.57594,0.98705,0.94229,0.88485,0.92333,0.80555,0.98062,0.90232,1.09039,0.00971983,0.00971983,0.00971983
285,11978.5,0.74923,0.56846,0.98554,0.94204,0.87577,0.92216,0.80443,0.96666,0.9198,1.08028,0.00971884,0.00971884,0.00971884
286,12021.1,0.74631,0.56959,0.98596,0.93397,0.89385,0.92657,0.80511,0.98704,0.91312,1.0967,0.00971785,0.00971785,0.00971785
287,12063.4,0.75561,0.56365,0.97547,0.94494,0.88833,0.92662,0.80185,0.95957,0.89052,1.07881,0.00971686,0.00971686,0.00971686
288,12105.8,0.76484,0.56802,0.97967,0.91727,0.90271,0.92248,0.79707,0.9715,0.92085,1.08881,0.00971587,0.00971587,0.00971587
289,12149,0.75117,0.56676,0.98085,0.92304,0.8926,0.91919,0.79478,0.98581,0.92677,1.08876,0.00971488,0.00971488,0.00971488
290,12191.2,0.74448,0.56261,0.98253,0.93025,0.89719,0.92046,0.79888,0.95972,0.89279,1.07723,0.00971389,0.00971389,0.00971389
291,12233.4,0.7437,0.56607,0.97596,0.92709,0.88842,0.90998,0.79273,0.97829,0.93787,1.09226,0.0097129,0.0097129,0.0097129
292,12275.8,0.75648,0.57481,0.97354,0.93372,0.8856,0.9139,0.79819,0.967,0.93727,1.08477,0.00971191,0.00971191,0.00971191
293,12318.6,0.75834,0.56385,0.9805,0.9174,0.9076,0.92075,0.80403,0.97274,0.91584,1.08336,0.00971092,0.00971092,0.00971092
294,12361.9,0.76416,0.57348,0.97184,0.91919,0.89718,0.92109,0.79132,0.97511,0.91276,1.08893,0.00970993,0.00970993,0.00970993
295,12402.9,0.75101,0.55887,0.9761,0.93411,0.90236,0.9246,0.80424,0.97757,0.92138,1.09235,0.00970894,0.00970894,0.00970894
296,12446,0.74624,0.55059,0.96812,0.9506,0.87932,0.92414,0.80685,0.97313,0.93284,1.08873,0.00970795,0.00970795,0.00970795
297,12487.5,0.75602,0.5707,0.98782,0.95426,0.88652,0.92476,0.81497,0.95913,0.90721,1.08189,0.00970696,0.00970696,0.00970696
298,12530.4,0.74044,0.5677,0.96777,0.93543,0.88452,0.92043,0.80845,0.95571,0.91174,1.08699,0.00970597,0.00970597,0.00970597
299,12573.2,0.75155,0.56287,0.97951,0.95001,0.87405,0.91884,0.80347,0.98491,0.89427,1.11064,0.00970498,0.00970498,0.00970498
300,12617,0.73614,0.55801,0.97174,0.94589,0.86824,0.9196,0.80031,0.9829,0.95051,1.10439,0.00970399,0.00970399,0.00970399
301,12671.9,0.74557,0.55707,0.97599,0.94267,0.86718,0.92167,0.80791,0.97912,0.94364,1.08894,0.009703,0.009703,0.009703
302,12720.1,0.73736,0.55918,0.96413,0.93623,0.8729,0.91972,0.79944,0.96903,0.98312,1.08749,0.00970201,0.00970201,0.00970201
303,12770.1,0.751,0.57715,0.96998,0.92832,0.88886,0.92081,0.80238,0.97843,0.98673,1.09678,0.00970102,0.00970102,0.00970102
304,12821.5,0.75323,0.56703,0.97748,0.93113,0.88714,0.92059,0.79844,0.98112,0.94535,1.10602,0.00970003,0.00970003,0.00970003
305,12872,0.73558,0.56093,0.97055,0.93086,0.90168,0.92516,0.81264,0.98167,0.89808,1.10361,0.00969904,0.00969904,0.00969904
306,12917.9,0.74773,0.56029,0.9698,0.93436,0.88871,0.92495,0.80334,0.97596,0.90272,1.09695,0.00969805,0.00969805,0.00969805
307,12969.4,0.73217,0.54409,0.96726,0.95655,0.87995,0.92118,0.80407,0.98019,0.90871,1.09944,0.00969706,0.00969706,0.00969706
308,13017,0.74479,0.57734,0.98019,0.92252,0.87663,0.91212,0.79714,0.9824,0.952,1.10458,0.00969607,0.00969607,0.00969607
309,13064.1,0.74462,0.56028,0.96024,0.95479,0.87145,0.92054,0.80119,0.97069,0.92932,1.09301,0.00969508,0.00969508,0.00969508
310,13112.9,0.73167,0.54706,0.97262,0.94966,0.86904,0.91727,0.80127,0.9787,0.94946,1.09549,0.00969409,0.00969409,0.00969409
311,13160.9,0.75363,0.55326,0.98169,0.9364,0.8843,0.91904,0.80001,0.9875,0.9333,1.0959,0.0096931,0.0096931,0.0096931
312,13212,0.75094,0.58004,0.98374,0.95241,0.87932,0.92696,0.80289,1.00844,0.89686,1.11278,0.00969211,0.00969211,0.00969211
313,13262.2,0.73456,0.56029,0.97108,0.93863,0.89777,0.92758,0.80987,0.97753,0.89828,1.09988,0.00969112,0.00969112,0.00969112
314,13311.2,0.73395,0.56064,0.96398,0.95195,0.86851,0.92427,0.80302,0.97311,0.91695,1.0919,0.00969013,0.00969013,0.00969013
315,13358.7,0.7455,0.55185,0.96903,0.95598,0.882,0.92554,0.80484,0.9646,0.9149,1.08523,0.00968914,0.00968914,0.00968914
316,13406.8,0.73483,0.56683,0.98086,0.91672,0.89837,0.92604,0.80448,0.97408,0.95199,1.09589,0.00968815,0.00968815,0.00968815
317,13453.5,0.7315,0.5554,0.97146,0.93029,0.89567,0.92426,0.79977,0.98084,0.95737,1.10476,0.00968716,0.00968716,0.00968716
318,13501.5,0.73469,0.54894,0.96811,0.93502,0.88765,0.92267,0.7992,0.9713,0.98195,1.09766,0.00968617,0.00968617,0.00968617
319,13549.8,0.75902,0.56403,0.96847,0.94822,0.88796,0.92067,0.79932,0.96013,0.89429,1.09389,0.00968518,0.00968518,0.00968518
320,13598.8,0.71808,0.53975,0.96667,0.95034,0.88557,0.92357,0.79991,0.96305,0.91056,1.08237,0.00968419,0.00968419,0.00968419
321,13645.7,0.74198,0.55925,0.96925,0.94345,0.88344,0.92387,0.80166,0.95775,0.94788,1.09575,0.0096832,0.0096832,0.0096832
322,13695.2,0.74196,0.55487,0.97259,0.93095,0.8779,0.9205,0.79725,0.96336,0.93783,1.1006,0.00968221,0.00968221,0.00968221
323,13743.9,0.7386,0.5502,0.97649,0.96564,0.8648,0.92556,0.80739,0.938,0.92654,1.08344,0.00968122,0.00968122,0.00968122
324,13793.2,0.72552,0.54825,0.95847,0.93402,0.88985,0.92558,0.80473,0.96361,0.92198,1.09868,0.00968023,0.00968023,0.00968023
325,13843.4,0.72818,0.54824,0.96446,0.95628,0.88831,0.92417,0.80258,0.97612,0.93883,1.10282,0.00967924,0.00967924,0.00967924
326,13890.3,0.72418,0.55683,0.95843,0.9592,0.88128,0.92521,0.80057,0.98532,0.91409,1.10082,0.00967825,0.00967825,0.00967825
327,13937.4,0.73078,0.53558,0.97337,0.93864,0.88984,0.92636,0.8082,0.96677,0.8951,1.08679,0.00967726,0.00967726,0.00967726
328,13985.4,0.72149,0.53573,0.96842,0.93991,0.88913,0.92631,0.80688,0.97949,0.92902,1.0864,0.00967627,0.00967627,0.00967627
329,14035.3,0.72393,0.53174,0.96264,0.93953,0.8935,0.93274,0.81102,0.97701,0.84775,1.09188,0.00967528,0.00967528,0.00967528
330,14085.4,0.74814,0.56356,0.97657,0.93039,0.89855,0.9284,0.81346,0.96901,0.86764,1.08517,0.00967429,0.00967429,0.00967429
331,14135.8,0.72664,0.55391,0.96817,0.93284,0.89623,0.92904,0.81509,0.9564,0.83303,1.0857,0.0096733,0.0096733,0.0096733
332,14183.9,0.73017,0.54508,0.96317,0.91681,0.89826,0.93005,0.81066,0.94824,0.85391,1.08085,0.00967231,0.00967231,0.00967231
333,14230.6,0.73977,0.55422,0.97038,0.96054,0.87234,0.92854,0.81004,0.94023,0.86094,1.07586,0.00967132,0.00967132,0.00967132
334,14276.3,0.72845,0.54464,0.96354,0.95721,0.88984,0.93021,0.80385,0.94965,0.83256,1.08599,0.00967033,0.00967033,0.00967033
335,14320,0.7329,0.56041,0.9817,0.94776,0.87989,0.92574,0.80073,0.94756,0.87861,1.08992,0.00966934,0.00966934,0.00966934
336,14364.1,0.73862,0.55998,0.971,0.92084,0.89374,0.92712,0.81396,0.93727,0.84761,1.07469,0.00966835,0.00966835,0.00966835
337,14407.9,0.72054,0.5439,0.96192,0.9308,0.88969,0.92705,0.8092,0.94828,0.90381,1.07771,0.00966736,0.00966736,0.00966736
338,14452.2,0.72747,0.54548,0.97477,0.92715,0.88984,0.92895,0.8072,0.96416,0.86715,1.08588,0.00966637,0.00966637,0.00966637
339,14496.3,0.74484,0.55308,0.9782,0.91812,0.89452,0.92976,0.80953,0.95362,0.83581,1.08158,0.00966538,0.00966538,0.00966538
340,14541.1,0.72352,0.53192,0.98077,0.93463,0.88628,0.93099,0.80968,0.95071,0.83643,1.08585,0.00966439,0.00966439,0.00966439
341,14584.8,0.72691,0.55651,0.97579,0.93124,0.89744,0.9303,0.81286,0.96877,0.85176,1.0938,0.0096634,0.0096634,0.0096634
342,14628.4,0.72725,0.55426,0.96216,0.93101,0.89837,0.92983,0.82074,0.96675,0.88273,1.09651,0.00966241,0.00966241,0.00966241
343,14672.1,0.69943,0.53223,0.96224,0.93444,0.89519,0.92756,0.82541,0.95981,0.90014,1.08534,0.00966142,0.00966142,0.00966142
344,14715.7,0.71272,0.53213,0.96665,0.93815,0.87577,0.92554,0.81628,0.9454,0.90262,1.07107,0.00966043,0.00966043,0.00966043
345,14760.1,0.72012,0.54367,0.96227,0.94498,0.87133,0.92477,0.81473,0.93738,0.89618,1.06876,0.00965944,0.00965944,0.00965944
346,14804,0.73136,0.55536,0.96428,0.94308,0.87269,0.92358,0.80609,0.93363,0.88628,1.0686,0.00965845,0.00965845,0.00965845
347,14847.5,0.72808,0.53107,0.96846,0.95579,0.86369,0.92477,0.80381,0.93238,0.86278,1.07137,0.00965746,0.00965746,0.00965746
348,14890.4,0.71057,0.5322,0.96581,0.94741,0.86816,0.92412,0.80724,0.92888,0.87678,1.06869,0.00965647,0.00965647,0.00965647
349,14932.9,0.72232,0.54351,0.96402,0.90154,0.90057,0.92252,0.80949,0.94891,0.9094,1.08925,0.00965548,0.00965548,0.00965548
350,14975.6,0.71531,0.54792,0.97681,0.95316,0.87648,0.92368,0.80918,0.95528,0.89737,1.09159,0.00965449,0.00965449,0.00965449
351,15018.4,0.71739,0.53392,0.96354,0.95644,0.88065,0.92565,0.80815,0.94337,0.87046,1.08133,0.0096535,0.0096535,0.0096535
352,15061.8,0.73411,0.54046,0.96544,0.94537,0.88003,0.92532,0.81719,0.96103,0.85082,1.08768,0.00965251,0.00965251,0.00965251
353,15104.9,0.71625,0.54252,0.96143,0.94188,0.88359,0.92695,0.8104,0.97723,0.86104,1.0934,0.00965152,0.00965152,0.00965152
354,15147.4,0.71736,0.53796,0.96772,0.92864,0.89069,0.92954,0.80806,0.96989,0.83833,1.09625,0.00965053,0.00965053,0.00965053
355,15193.4,0.73243,0.54764,0.9683,0.93286,0.89283,0.92951,0.8102,0.96723,0.83797,1.09664,0.00964954,0.00964954,0.00964954
356,15246.2,0.71952,0.54467,0.95927,0.95306,0.88174,0.92655,0.80688,0.96728,0.84881,1.0943,0.00964855,0.00964855,0.00964855
357,15292.2,0.72,0.54588,0.96414,0.93567,0.87856,0.92696,0.80249,0.976,0.8519,1.10206,0.00964756,0.00964756,0.00964756
358,15340.1,0.71697,0.54597,0.96215,0.92832,0.89602,0.92835,0.80319,0.96892,0.85314,1.09552,0.00964657,0.00964657,0.00964657
359,15387.3,0.71732,0.53513,0.96423,0.91329,0.89703,0.92631,0.8035,0.96055,0.86794,1.093,0.00964558,0.00964558,0.00964558
360,15437.6,0.71631,0.532,0.967,0.95476,0.88003,0.92686,0.799,0.95543,0.85522,1.09009,0.00964459,0.00964459,0.00964459
361,15485.6,0.70892,0.52893,0.95294,0.94878,0.87648,0.92878,0.8037,0.96555,0.84942,1.1019,0.0096436,0.0096436,0.0096436
362,15537.1,0.73504,0.54765,0.97052,0.95259,0.8779,0.9291,0.80419,0.9506,0.8591,1.0796,0.00964261,0.00964261,0.00964261
363,15588.4,0.72505,0.53901,0.97602,0.91644,0.9036,0.92718,0.81021,0.96467,0.89539,1.09101,0.00964162,0.00964162,0.00964162
364,15638.9,0.72196,0.54637,0.96759,0.93373,0.90476,0.92927,0.81333,0.97377,0.86343,1.10317,0.00964063,0.00964063,0.00964063
365,15685.4,0.71378,0.5218,0.95505,0.94324,0.88351,0.92892,0.81484,0.98584,0.86329,1.10358,0.00963964,0.00963964,0.00963964
366,15735.7,0.68568,0.51108,0.95434,0.94008,0.89022,0.92775,0.81566,0.97692,0.85941,1.09711,0.00963865,0.00963865,0.00963865
367,15785.3,0.71926,0.53973,0.96422,0.94808,0.88486,0.92895,0.81188,0.97396,0.86157,1.10038,0.00963766,0.00963766,0.00963766
